person_id,eType,country_node_id,Time,duration_days,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude,graph,datetime,date,day_of_year,week,month,hour,edge_type,source_node_type,source_node_type_name,target_node_type,target_node_type_name
569329,6,561157,6912000,-1.0,0.0,0.0,33.0,-41.0,33.0,-41.0,q1_graph4,2025-03-22 00:00:00,2025-03-22,81,12,3,0,travels_to,1,person,5,country
580798,6,509607,8640000,1.0,2.0,4.0,-22.0,91.0,1.0,-165.0,q1_graph4,2025-04-11 00:00:00,2025-04-11,101,15,4,0,travels_to,1,person,5,country
580798,6,509607,8640000,1.0,2.0,4.0,-22.0,91.0,1.0,-165.0,q1_graph4,2025-04-11 00:00:00,2025-04-11,101,15,4,0,travels_to,1,person,5,country
580798,6,509607,8640000,1.0,2.0,4.0,-22.0,91.0,1.0,-165.0,q1_graph4,2025-04-11 00:00:00,2025-04-11,101,15,4,0,travels_to,1,person,5,country
580798,6,509607,8640000,1.0,2.0,4.0,-22.0,91.0,1.0,-165.0,q1_graph4,2025-04-11 00:00:00,2025-04-11,101,15,4,0,travels_to,1,person,5,country
580798,6,509607,8640000,1.0,2.0,4.0,-22.0,91.0,1.0,-165.0,q1_graph4,2025-04-11 00:00:00,2025-04-11,101,15,4,0,travels_to,1,person,5,country
482012,6,561157,8985600,3.0,5.0,0.0,22.0,156.0,33.0,-41.0,q1_graph4,2025-04-15 00:00:00,2025-04-15,105,16,4,0,travels_to,1,person,5,country
482012,6,561157,8985600,3.0,5.0,0.0,22.0,156.0,33.0,-41.0,q1_graph4,2025-04-15 00:00:00,2025-04-15,105,16,4,0,travels_to,1,person,5,country
482012,6,561157,8985600,3.0,5.0,0.0,22.0,156.0,33.0,-41.0,q1_graph4,2025-04-15 00:00:00,2025-04-15,105,16,4,0,travels_to,1,person,5,country
482012,6,561157,8985600,3.0,5.0,0.0,22.0,156.0,33.0,-41.0,q1_graph4,2025-04-15 00:00:00,2025-04-15,105,16,4,0,travels_to,1,person,5,country
482012,6,561157,8985600,3.0,5.0,0.0,22.0,156.0,33.0,-41.0,q1_graph4,2025-04-15 00:00:00,2025-04-15,105,16,4,0,travels_to,1,person,5,country
492850,6,625756,9504000,-1.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,q1_graph4,2025-04-21 00:00:00,2025-04-21,111,17,4,0,travels_to,1,person,5,country
492850,6,625756,9504000,-1.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,q1_graph4,2025-04-21 00:00:00,2025-04-21,111,17,4,0,travels_to,1,person,5,country
492850,6,625756,9504000,-1.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,q1_graph4,2025-04-21 00:00:00,2025-04-21,111,17,4,0,travels_to,1,person,5,country
492850,6,625756,9504000,-1.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,q1_graph4,2025-04-21 00:00:00,2025-04-21,111,17,4,0,travels_to,1,person,5,country
492850,6,625756,9504000,-1.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,q1_graph4,2025-04-21 00:00:00,2025-04-21,111,17,4,0,travels_to,1,person,5,country
482012,6,509607,10454400,3.0,3.0,4.0,-25.0,-111.0,1.0,-165.0,q1_graph4,2025-05-02 00:00:00,2025-05-02,122,18,5,0,travels_to,1,person,5,country
482012,6,509607,10454400,3.0,3.0,4.0,-25.0,-111.0,1.0,-165.0,q1_graph4,2025-05-02 00:00:00,2025-05-02,122,18,5,0,travels_to,1,person,5,country
482012,6,509607,10454400,3.0,3.0,4.0,-25.0,-111.0,1.0,-165.0,q1_graph4,2025-05-02 00:00:00,2025-05-02,122,18,5,0,travels_to,1,person,5,country
482012,6,509607,10454400,3.0,3.0,4.0,-25.0,-111.0,1.0,-165.0,q1_graph4,2025-05-02 00:00:00,2025-05-02,122,18,5,0,travels_to,1,person,5,country
482012,6,509607,10454400,3.0,3.0,4.0,-25.0,-111.0,1.0,-165.0,q1_graph4,2025-05-02 00:00:00,2025-05-02,122,18,5,0,travels_to,1,person,5,country
482012,6,625756,11232000,-1.0,2.0,3.0,-22.0,91.0,-25.0,-111.0,q1_graph4,2025-05-11 00:00:00,2025-05-11,131,19,5,0,travels_to,1,person,5,country
482012,6,625756,11232000,-1.0,2.0,3.0,-22.0,91.0,-25.0,-111.0,q1_graph4,2025-05-11 00:00:00,2025-05-11,131,19,5,0,travels_to,1,person,5,country
482012,6,625756,11232000,-1.0,2.0,3.0,-22.0,91.0,-25.0,-111.0,q1_graph4,2025-05-11 00:00:00,2025-05-11,131,19,5,0,travels_to,1,person,5,country
482012,6,625756,11232000,-1.0,2.0,3.0,-22.0,91.0,-25.0,-111.0,q1_graph4,2025-05-11 00:00:00,2025-05-11,131,19,5,0,travels_to,1,person,5,country
482012,6,625756,11232000,-1.0,2.0,3.0,-22.0,91.0,-25.0,-111.0,q1_graph4,2025-05-11 00:00:00,2025-05-11,131,19,5,0,travels_to,1,person,5,country
569329,6,657173,12614400,1.0,0.0,1.0,33.0,-41.0,-29.0,-13.0,q1_graph4,2025-05-27 00:00:00,2025-05-27,147,22,5,0,travels_to,1,person,5,country
569329,6,657173,12614400,1.0,0.0,1.0,33.0,-41.0,-29.0,-13.0,q1_graph4,2025-05-27 00:00:00,2025-05-27,147,22,5,0,travels_to,1,person,5,country
569329,6,657173,12614400,1.0,0.0,1.0,33.0,-41.0,-29.0,-13.0,q1_graph4,2025-05-27 00:00:00,2025-05-27,147,22,5,0,travels_to,1,person,5,country
569329,6,657173,12614400,1.0,0.0,1.0,33.0,-41.0,-29.0,-13.0,q1_graph4,2025-05-27 00:00:00,2025-05-27,147,22,5,0,travels_to,1,person,5,country
569329,6,657173,12614400,1.0,0.0,1.0,33.0,-41.0,-29.0,-13.0,q1_graph4,2025-05-27 00:00:00,2025-05-27,147,22,5,0,travels_to,1,person,5,country
569329,6,561157,14169600,-1.0,4.0,0.0,1.0,-165.0,33.0,-41.0,q1_graph4,2025-06-14 00:00:00,2025-06-14,165,24,6,0,travels_to,1,person,5,country
569329,6,561157,14169600,-1.0,4.0,0.0,1.0,-165.0,33.0,-41.0,q1_graph4,2025-06-14 00:00:00,2025-06-14,165,24,6,0,travels_to,1,person,5,country
569329,6,561157,14169600,-1.0,4.0,0.0,1.0,-165.0,33.0,-41.0,q1_graph4,2025-06-14 00:00:00,2025-06-14,165,24,6,0,travels_to,1,person,5,country
569329,6,561157,14169600,-1.0,4.0,0.0,1.0,-165.0,33.0,-41.0,q1_graph4,2025-06-14 00:00:00,2025-06-14,165,24,6,0,travels_to,1,person,5,country
569329,6,561157,14169600,-1.0,4.0,0.0,1.0,-165.0,33.0,-41.0,q1_graph4,2025-06-14 00:00:00,2025-06-14,165,24,6,0,travels_to,1,person,5,country
580798,6,499467,14774400,-1.0,1.0,2.0,-29.0,-13.0,-22.0,91.0,q1_graph4,2025-06-21 00:00:00,2025-06-21,172,25,6,0,travels_to,1,person,5,country
580798,6,499467,14774400,-1.0,1.0,2.0,-29.0,-13.0,-22.0,91.0,q1_graph4,2025-06-21 00:00:00,2025-06-21,172,25,6,0,travels_to,1,person,5,country
580798,6,499467,14774400,-1.0,1.0,2.0,-29.0,-13.0,-22.0,91.0,q1_graph4,2025-06-21 00:00:00,2025-06-21,172,25,6,0,travels_to,1,person,5,country
580798,6,499467,14774400,-1.0,1.0,2.0,-29.0,-13.0,-22.0,91.0,q1_graph4,2025-06-21 00:00:00,2025-06-21,172,25,6,0,travels_to,1,person,5,country
580798,6,499467,14774400,-1.0,1.0,2.0,-29.0,-13.0,-22.0,91.0,q1_graph4,2025-06-21 00:00:00,2025-06-21,172,25,6,0,travels_to,1,person,5,country
464579,6,625756,15206400,5.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,q1_graph4,2025-06-26 00:00:00,2025-06-26,177,26,6,0,travels_to,1,person,5,country
464579,6,625756,15206400,5.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,q1_graph4,2025-06-26 00:00:00,2025-06-26,177,26,6,0,travels_to,1,person,5,country
464579,6,625756,15206400,5.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,q1_graph4,2025-06-26 00:00:00,2025-06-26,177,26,6,0,travels_to,1,person,5,country
464579,6,625756,15206400,5.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,q1_graph4,2025-06-26 00:00:00,2025-06-26,177,26,6,0,travels_to,1,person,5,country
464579,6,625756,15206400,5.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,q1_graph4,2025-06-26 00:00:00,2025-06-26,177,26,6,0,travels_to,1,person,5,country
569329,6,561157,15897600,-1.0,3.0,0.0,-25.0,-111.0,33.0,-41.0,q1_graph4,2025-07-04 00:00:00,2025-07-04,185,27,7,0,travels_to,1,person,5,country
569329,6,561157,15897600,-1.0,3.0,0.0,-25.0,-111.0,33.0,-41.0,q1_graph4,2025-07-04 00:00:00,2025-07-04,185,27,7,0,travels_to,1,person,5,country
569329,6,561157,15897600,-1.0,3.0,0.0,-25.0,-111.0,33.0,-41.0,q1_graph4,2025-07-04 00:00:00,2025-07-04,185,27,7,0,travels_to,1,person,5,country
569329,6,561157,15897600,-1.0,3.0,0.0,-25.0,-111.0,33.0,-41.0,q1_graph4,2025-07-04 00:00:00,2025-07-04,185,27,7,0,travels_to,1,person,5,country
569329,6,561157,15897600,-1.0,3.0,0.0,-25.0,-111.0,33.0,-41.0,q1_graph4,2025-07-04 00:00:00,2025-07-04,185,27,7,0,travels_to,1,person,5,country
482012,6,616453,18230400,2.0,3.0,5.0,-25.0,-111.0,22.0,156.0,q1_graph4,2025-07-31 00:00:00,2025-07-31,212,31,7,0,travels_to,1,person,5,country
482012,6,616453,18230400,2.0,3.0,5.0,-25.0,-111.0,22.0,156.0,q1_graph4,2025-07-31 00:00:00,2025-07-31,212,31,7,0,travels_to,1,person,5,country
482012,6,616453,18230400,2.0,3.0,5.0,-25.0,-111.0,22.0,156.0,q1_graph4,2025-07-31 00:00:00,2025-07-31,212,31,7,0,travels_to,1,person,5,country
482012,6,616453,18230400,2.0,3.0,5.0,-25.0,-111.0,22.0,156.0,q1_graph4,2025-07-31 00:00:00,2025-07-31,212,31,7,0,travels_to,1,person,5,country
482012,6,616453,18230400,2.0,3.0,5.0,-25.0,-111.0,22.0,156.0,q1_graph4,2025-07-31 00:00:00,2025-07-31,212,31,7,0,travels_to,1,person,5,country
569329,6,509607,18489600,4.0,0.0,4.0,33.0,-41.0,1.0,-165.0,q1_graph4,2025-08-03 00:00:00,2025-08-03,215,31,8,0,travels_to,1,person,5,country
569329,6,509607,18489600,4.0,0.0,4.0,33.0,-41.0,1.0,-165.0,q1_graph4,2025-08-03 00:00:00,2025-08-03,215,31,8,0,travels_to,1,person,5,country
569329,6,509607,18489600,4.0,0.0,4.0,33.0,-41.0,1.0,-165.0,q1_graph4,2025-08-03 00:00:00,2025-08-03,215,31,8,0,travels_to,1,person,5,country
569329,6,509607,18489600,4.0,0.0,4.0,33.0,-41.0,1.0,-165.0,q1_graph4,2025-08-03 00:00:00,2025-08-03,215,31,8,0,travels_to,1,person,5,country
569329,6,509607,18489600,4.0,0.0,4.0,33.0,-41.0,1.0,-165.0,q1_graph4,2025-08-03 00:00:00,2025-08-03,215,31,8,0,travels_to,1,person,5,country
492850,6,616453,27129600,4.0,3.0,5.0,-25.0,-111.0,22.0,156.0,q1_graph4,2025-11-11 00:00:00,2025-11-11,315,46,11,0,travels_to,1,person,5,country
492850,6,616453,27129600,4.0,3.0,5.0,-25.0,-111.0,22.0,156.0,q1_graph4,2025-11-11 00:00:00,2025-11-11,315,46,11,0,travels_to,1,person,5,country
492850,6,616453,27129600,4.0,3.0,5.0,-25.0,-111.0,22.0,156.0,q1_graph4,2025-11-11 00:00:00,2025-11-11,315,46,11,0,travels_to,1,person,5,country
492850,6,616453,27129600,4.0,3.0,5.0,-25.0,-111.0,22.0,156.0,q1_graph4,2025-11-11 00:00:00,2025-11-11,315,46,11,0,travels_to,1,person,5,country
492850,6,616453,27129600,4.0,3.0,5.0,-25.0,-111.0,22.0,156.0,q1_graph4,2025-11-11 00:00:00,2025-11-11,315,46,11,0,travels_to,1,person,5,country
569329,6,499467,27129600,5.0,0.0,2.0,33.0,-41.0,-22.0,91.0,q1_graph4,2025-11-11 00:00:00,2025-11-11,315,46,11,0,travels_to,1,person,5,country
569329,6,499467,27129600,5.0,0.0,2.0,33.0,-41.0,-22.0,91.0,q1_graph4,2025-11-11 00:00:00,2025-11-11,315,46,11,0,travels_to,1,person,5,country
569329,6,499467,27129600,5.0,0.0,2.0,33.0,-41.0,-22.0,91.0,q1_graph4,2025-11-11 00:00:00,2025-11-11,315,46,11,0,travels_to,1,person,5,country
569329,6,499467,27129600,5.0,0.0,2.0,33.0,-41.0,-22.0,91.0,q1_graph4,2025-11-11 00:00:00,2025-11-11,315,46,11,0,travels_to,1,person,5,country
569329,6,499467,27129600,5.0,0.0,2.0,33.0,-41.0,-22.0,91.0,q1_graph4,2025-11-11 00:00:00,2025-11-11,315,46,11,0,travels_to,1,person,5,country
492850,6,616453,27302400,6.0,3.0,5.0,-25.0,-111.0,22.0,156.0,q1_graph4,2025-11-13 00:00:00,2025-11-13,317,46,11,0,travels_to,1,person,5,country
492850,6,616453,27302400,6.0,3.0,5.0,-25.0,-111.0,22.0,156.0,q1_graph4,2025-11-13 00:00:00,2025-11-13,317,46,11,0,travels_to,1,person,5,country
492850,6,616453,27302400,6.0,3.0,5.0,-25.0,-111.0,22.0,156.0,q1_graph4,2025-11-13 00:00:00,2025-11-13,317,46,11,0,travels_to,1,person,5,country
492850,6,616453,27302400,6.0,3.0,5.0,-25.0,-111.0,22.0,156.0,q1_graph4,2025-11-13 00:00:00,2025-11-13,317,46,11,0,travels_to,1,person,5,country
492850,6,616453,27302400,6.0,3.0,5.0,-25.0,-111.0,22.0,156.0,q1_graph4,2025-11-13 00:00:00,2025-11-13,317,46,11,0,travels_to,1,person,5,country
569329,6,616453,28339200,1.0,0.0,5.0,33.0,-41.0,22.0,156.0,q1_graph4,2025-11-25 00:00:00,2025-11-25,329,48,11,0,travels_to,1,person,5,country
569329,6,616453,28339200,1.0,0.0,5.0,33.0,-41.0,22.0,156.0,q1_graph4,2025-11-25 00:00:00,2025-11-25,329,48,11,0,travels_to,1,person,5,country
569329,6,616453,28339200,1.0,0.0,5.0,33.0,-41.0,22.0,156.0,q1_graph4,2025-11-25 00:00:00,2025-11-25,329,48,11,0,travels_to,1,person,5,country
569329,6,616453,28339200,1.0,0.0,5.0,33.0,-41.0,22.0,156.0,q1_graph4,2025-11-25 00:00:00,2025-11-25,329,48,11,0,travels_to,1,person,5,country
569329,6,616453,28339200,1.0,0.0,5.0,33.0,-41.0,22.0,156.0,q1_graph4,2025-11-25 00:00:00,2025-11-25,329,48,11,0,travels_to,1,person,5,country
580798,6,657173,28339200,4.0,2.0,1.0,-22.0,91.0,-29.0,-13.0,q1_graph4,2025-11-25 00:00:00,2025-11-25,329,48,11,0,travels_to,1,person,5,country
580798,6,657173,28339200,4.0,2.0,1.0,-22.0,91.0,-29.0,-13.0,q1_graph4,2025-11-25 00:00:00,2025-11-25,329,48,11,0,travels_to,1,person,5,country
580798,6,657173,28339200,4.0,2.0,1.0,-22.0,91.0,-29.0,-13.0,q1_graph4,2025-11-25 00:00:00,2025-11-25,329,48,11,0,travels_to,1,person,5,country
580798,6,657173,28339200,4.0,2.0,1.0,-22.0,91.0,-29.0,-13.0,q1_graph4,2025-11-25 00:00:00,2025-11-25,329,48,11,0,travels_to,1,person,5,country
580798,6,657173,28339200,4.0,2.0,1.0,-22.0,91.0,-29.0,-13.0,q1_graph4,2025-11-25 00:00:00,2025-11-25,329,48,11,0,travels_to,1,person,5,country
569329,6,625756,28771200,4.0,1.0,3.0,-29.0,-13.0,-25.0,-111.0,q1_graph4,2025-11-30 00:00:00,2025-11-30,334,48,11,0,travels_to,1,person,5,country
569329,6,625756,28771200,4.0,1.0,3.0,-29.0,-13.0,-25.0,-111.0,q1_graph4,2025-11-30 00:00:00,2025-11-30,334,48,11,0,travels_to,1,person,5,country
569329,6,625756,28771200,4.0,1.0,3.0,-29.0,-13.0,-25.0,-111.0,q1_graph4,2025-11-30 00:00:00,2025-11-30,334,48,11,0,travels_to,1,person,5,country
569329,6,625756,28771200,4.0,1.0,3.0,-29.0,-13.0,-25.0,-111.0,q1_graph4,2025-11-30 00:00:00,2025-11-30,334,48,11,0,travels_to,1,person,5,country
569329,6,625756,28771200,4.0,1.0,3.0,-29.0,-13.0,-25.0,-111.0,q1_graph4,2025-11-30 00:00:00,2025-11-30,334,48,11,0,travels_to,1,person,5,country
492850,6,625756,28944000,-1.0,4.0,3.0,1.0,-165.0,-25.0,-111.0,q1_graph4,2025-12-02 00:00:00,2025-12-02,336,49,12,0,travels_to,1,person,5,country
492850,6,625756,28944000,-1.0,4.0,3.0,1.0,-165.0,-25.0,-111.0,q1_graph4,2025-12-02 00:00:00,2025-12-02,336,49,12,0,travels_to,1,person,5,country
492850,6,625756,28944000,-1.0,4.0,3.0,1.0,-165.0,-25.0,-111.0,q1_graph4,2025-12-02 00:00:00,2025-12-02,336,49,12,0,travels_to,1,person,5,country
492850,6,625756,28944000,-1.0,4.0,3.0,1.0,-165.0,-25.0,-111.0,q1_graph4,2025-12-02 00:00:00,2025-12-02,336,49,12,0,travels_to,1,person,5,country
492850,6,625756,28944000,-1.0,4.0,3.0,1.0,-165.0,-25.0,-111.0,q1_graph4,2025-12-02 00:00:00,2025-12-02,336,49,12,0,travels_to,1,person,5,country
464579,6,561157,29894400,-1.0,1.0,0.0,-29.0,-13.0,33.0,-41.0,q1_graph4,2025-12-13 00:00:00,2025-12-13,347,50,12,0,travels_to,1,person,5,country
464579,6,561157,29894400,-1.0,1.0,0.0,-29.0,-13.0,33.0,-41.0,q1_graph4,2025-12-13 00:00:00,2025-12-13,347,50,12,0,travels_to,1,person,5,country
464579,6,561157,29894400,-1.0,1.0,0.0,-29.0,-13.0,33.0,-41.0,q1_graph4,2025-12-13 00:00:00,2025-12-13,347,50,12,0,travels_to,1,person,5,country
464579,6,561157,29894400,-1.0,1.0,0.0,-29.0,-13.0,33.0,-41.0,q1_graph4,2025-12-13 00:00:00,2025-12-13,347,50,12,0,travels_to,1,person,5,country
464579,6,561157,29894400,-1.0,1.0,0.0,-29.0,-13.0,33.0,-41.0,q1_graph4,2025-12-13 00:00:00,2025-12-13,347,50,12,0,travels_to,1,person,5,country
619322,6,657173,1987200,8.0,5.0,1.0,22.0,156.0,-29.0,-13.0,q1_graph5,2025-01-24 00:00:00,2025-01-24,24,4,1,0,travels_to,1,person,5,country
619322,6,657173,1987200,8.0,5.0,1.0,22.0,156.0,-29.0,-13.0,q1_graph5,2025-01-24 00:00:00,2025-01-24,24,4,1,0,travels_to,1,person,5,country
619322,6,657173,1987200,8.0,5.0,1.0,22.0,156.0,-29.0,-13.0,q1_graph5,2025-01-24 00:00:00,2025-01-24,24,4,1,0,travels_to,1,person,5,country
619322,6,657173,1987200,8.0,5.0,1.0,22.0,156.0,-29.0,-13.0,q1_graph5,2025-01-24 00:00:00,2025-01-24,24,4,1,0,travels_to,1,person,5,country
619322,6,657173,1987200,8.0,5.0,1.0,22.0,156.0,-29.0,-13.0,q1_graph5,2025-01-24 00:00:00,2025-01-24,24,4,1,0,travels_to,1,person,5,country
594308,6,616453,3283200,1.0,2.0,5.0,-22.0,91.0,22.0,156.0,q1_graph5,2025-02-08 00:00:00,2025-02-08,39,6,2,0,travels_to,1,person,5,country
594308,6,616453,3283200,1.0,2.0,5.0,-22.0,91.0,22.0,156.0,q1_graph5,2025-02-08 00:00:00,2025-02-08,39,6,2,0,travels_to,1,person,5,country
594308,6,616453,3283200,1.0,2.0,5.0,-22.0,91.0,22.0,156.0,q1_graph5,2025-02-08 00:00:00,2025-02-08,39,6,2,0,travels_to,1,person,5,country
594308,6,616453,3283200,1.0,2.0,5.0,-22.0,91.0,22.0,156.0,q1_graph5,2025-02-08 00:00:00,2025-02-08,39,6,2,0,travels_to,1,person,5,country
594308,6,616453,3283200,1.0,2.0,5.0,-22.0,91.0,22.0,156.0,q1_graph5,2025-02-08 00:00:00,2025-02-08,39,6,2,0,travels_to,1,person,5,country
477657,6,616453,4924800,0.0,0.0,5.0,33.0,-41.0,22.0,156.0,q1_graph5,2025-02-27 00:00:00,2025-02-27,58,9,2,0,travels_to,1,person,5,country
477657,6,616453,4924800,0.0,0.0,5.0,33.0,-41.0,22.0,156.0,q1_graph5,2025-02-27 00:00:00,2025-02-27,58,9,2,0,travels_to,1,person,5,country
477657,6,616453,4924800,0.0,0.0,5.0,33.0,-41.0,22.0,156.0,q1_graph5,2025-02-27 00:00:00,2025-02-27,58,9,2,0,travels_to,1,person,5,country
477657,6,616453,4924800,0.0,0.0,5.0,33.0,-41.0,22.0,156.0,q1_graph5,2025-02-27 00:00:00,2025-02-27,58,9,2,0,travels_to,1,person,5,country
477657,6,616453,4924800,0.0,0.0,5.0,33.0,-41.0,22.0,156.0,q1_graph5,2025-02-27 00:00:00,2025-02-27,58,9,2,0,travels_to,1,person,5,country
477657,6,625756,5702400,3.0,2.0,3.0,-22.0,91.0,-25.0,-111.0,q1_graph5,2025-03-08 00:00:00,2025-03-08,67,10,3,0,travels_to,1,person,5,country
477657,6,625756,5702400,3.0,2.0,3.0,-22.0,91.0,-25.0,-111.0,q1_graph5,2025-03-08 00:00:00,2025-03-08,67,10,3,0,travels_to,1,person,5,country
477657,6,625756,5702400,3.0,2.0,3.0,-22.0,91.0,-25.0,-111.0,q1_graph5,2025-03-08 00:00:00,2025-03-08,67,10,3,0,travels_to,1,person,5,country
477657,6,625756,5702400,3.0,2.0,3.0,-22.0,91.0,-25.0,-111.0,q1_graph5,2025-03-08 00:00:00,2025-03-08,67,10,3,0,travels_to,1,person,5,country
477657,6,625756,5702400,3.0,2.0,3.0,-22.0,91.0,-25.0,-111.0,q1_graph5,2025-03-08 00:00:00,2025-03-08,67,10,3,0,travels_to,1,person,5,country
619322,6,509607,6652800,3.0,3.0,4.0,-25.0,-111.0,1.0,-165.0,q1_graph5,2025-03-19 00:00:00,2025-03-19,78,12,3,0,travels_to,1,person,5,country
619322,6,509607,6652800,3.0,3.0,4.0,-25.0,-111.0,1.0,-165.0,q1_graph5,2025-03-19 00:00:00,2025-03-19,78,12,3,0,travels_to,1,person,5,country
619322,6,509607,6652800,3.0,3.0,4.0,-25.0,-111.0,1.0,-165.0,q1_graph5,2025-03-19 00:00:00,2025-03-19,78,12,3,0,travels_to,1,person,5,country
619322,6,509607,6652800,3.0,3.0,4.0,-25.0,-111.0,1.0,-165.0,q1_graph5,2025-03-19 00:00:00,2025-03-19,78,12,3,0,travels_to,1,person,5,country
619322,6,509607,6652800,3.0,3.0,4.0,-25.0,-111.0,1.0,-165.0,q1_graph5,2025-03-19 00:00:00,2025-03-19,78,12,3,0,travels_to,1,person,5,country
477657,6,616453,7603200,0.0,4.0,5.0,1.0,-165.0,22.0,156.0,q1_graph5,2025-03-30 00:00:00,2025-03-30,89,13,3,0,travels_to,1,person,5,country
477657,6,616453,7603200,0.0,4.0,5.0,1.0,-165.0,22.0,156.0,q1_graph5,2025-03-30 00:00:00,2025-03-30,89,13,3,0,travels_to,1,person,5,country
477657,6,616453,7603200,0.0,4.0,5.0,1.0,-165.0,22.0,156.0,q1_graph5,2025-03-30 00:00:00,2025-03-30,89,13,3,0,travels_to,1,person,5,country
477657,6,616453,7603200,0.0,4.0,5.0,1.0,-165.0,22.0,156.0,q1_graph5,2025-03-30 00:00:00,2025-03-30,89,13,3,0,travels_to,1,person,5,country
477657,6,616453,7603200,0.0,4.0,5.0,1.0,-165.0,22.0,156.0,q1_graph5,2025-03-30 00:00:00,2025-03-30,89,13,3,0,travels_to,1,person,5,country
483784,6,561157,7948800,-1.0,3.0,0.0,-25.0,-111.0,33.0,-41.0,q1_graph5,2025-04-03 00:00:00,2025-04-03,93,14,4,0,travels_to,1,person,5,country
483784,6,561157,7948800,-1.0,3.0,0.0,-25.0,-111.0,33.0,-41.0,q1_graph5,2025-04-03 00:00:00,2025-04-03,93,14,4,0,travels_to,1,person,5,country
483784,6,561157,7948800,-1.0,3.0,0.0,-25.0,-111.0,33.0,-41.0,q1_graph5,2025-04-03 00:00:00,2025-04-03,93,14,4,0,travels_to,1,person,5,country
483784,6,561157,7948800,-1.0,3.0,0.0,-25.0,-111.0,33.0,-41.0,q1_graph5,2025-04-03 00:00:00,2025-04-03,93,14,4,0,travels_to,1,person,5,country
483784,6,561157,7948800,-1.0,3.0,0.0,-25.0,-111.0,33.0,-41.0,q1_graph5,2025-04-03 00:00:00,2025-04-03,93,14,4,0,travels_to,1,person,5,country
619322,6,509607,8294400,3.0,3.0,4.0,-25.0,-111.0,1.0,-165.0,q1_graph5,2025-04-07 00:00:00,2025-04-07,97,15,4,0,travels_to,1,person,5,country
619322,6,509607,8294400,3.0,3.0,4.0,-25.0,-111.0,1.0,-165.0,q1_graph5,2025-04-07 00:00:00,2025-04-07,97,15,4,0,travels_to,1,person,5,country
619322,6,509607,8294400,3.0,3.0,4.0,-25.0,-111.0,1.0,-165.0,q1_graph5,2025-04-07 00:00:00,2025-04-07,97,15,4,0,travels_to,1,person,5,country
619322,6,509607,8294400,3.0,3.0,4.0,-25.0,-111.0,1.0,-165.0,q1_graph5,2025-04-07 00:00:00,2025-04-07,97,15,4,0,travels_to,1,person,5,country
619322,6,509607,8294400,3.0,3.0,4.0,-25.0,-111.0,1.0,-165.0,q1_graph5,2025-04-07 00:00:00,2025-04-07,97,15,4,0,travels_to,1,person,5,country
619322,6,616453,9504000,2.0,3.0,5.0,-25.0,-111.0,22.0,156.0,q1_graph5,2025-04-21 00:00:00,2025-04-21,111,17,4,0,travels_to,1,person,5,country
619322,6,616453,9504000,2.0,3.0,5.0,-25.0,-111.0,22.0,156.0,q1_graph5,2025-04-21 00:00:00,2025-04-21,111,17,4,0,travels_to,1,person,5,country
619322,6,616453,9504000,2.0,3.0,5.0,-25.0,-111.0,22.0,156.0,q1_graph5,2025-04-21 00:00:00,2025-04-21,111,17,4,0,travels_to,1,person,5,country
619322,6,616453,9504000,2.0,3.0,5.0,-25.0,-111.0,22.0,156.0,q1_graph5,2025-04-21 00:00:00,2025-04-21,111,17,4,0,travels_to,1,person,5,country
619322,6,616453,9504000,2.0,3.0,5.0,-25.0,-111.0,22.0,156.0,q1_graph5,2025-04-21 00:00:00,2025-04-21,111,17,4,0,travels_to,1,person,5,country
594308,6,509607,10713600,1.0,2.0,4.0,-22.0,91.0,1.0,-165.0,q1_graph5,2025-05-05 00:00:00,2025-05-05,125,19,5,0,travels_to,1,person,5,country
594308,6,509607,10713600,1.0,2.0,4.0,-22.0,91.0,1.0,-165.0,q1_graph5,2025-05-05 00:00:00,2025-05-05,125,19,5,0,travels_to,1,person,5,country
594308,6,509607,10713600,1.0,2.0,4.0,-22.0,91.0,1.0,-165.0,q1_graph5,2025-05-05 00:00:00,2025-05-05,125,19,5,0,travels_to,1,person,5,country
594308,6,509607,10713600,1.0,2.0,4.0,-22.0,91.0,1.0,-165.0,q1_graph5,2025-05-05 00:00:00,2025-05-05,125,19,5,0,travels_to,1,person,5,country
594308,6,509607,10713600,1.0,2.0,4.0,-22.0,91.0,1.0,-165.0,q1_graph5,2025-05-05 00:00:00,2025-05-05,125,19,5,0,travels_to,1,person,5,country
483784,6,561157,14515200,-1.0,1.0,0.0,-29.0,-13.0,33.0,-41.0,q1_graph5,2025-06-18 00:00:00,2025-06-18,169,25,6,0,travels_to,1,person,5,country
483784,6,561157,14515200,-1.0,1.0,0.0,-29.0,-13.0,33.0,-41.0,q1_graph5,2025-06-18 00:00:00,2025-06-18,169,25,6,0,travels_to,1,person,5,country
