graph,person_id,income_510031,income_552988,income_620120,spending_459381,spending_466907,spending_473173,spending_503218,spending_503701,spending_520660,spending_523927,spending_527449,spending_536346,spending_537281,spending_567195,spending_571970,spending_575030,spending_577992,spending_580426,spending_589943,spending_595298,spending_595581,spending_606730,spending_616315,spending_620120,spending_621924,spending_630626,spending_632961,spending_640784,spending_642329,spending_644226,total_spending,total_income,net_financial
q1_graph2,656156,0.0,13710.2,0.0,543.68,335.87,315.55,0.0,768.46,0.0,412.75,20.87,0.0,362.16,1205.77,17.64,4849.31,398.58,70.98,1291.5,719.01,557.16,0.0,879.41,1089.36,0.0,0.0,435.05,0.0,369.95,0.0,14643.060000000001,13710.2,-932.8600000000006
q1_graph3,466976,0.0,38019.8,0.0,2249.28,576.32,7146.89,0.0,5169.73,0.0,3202.79,640.95,0.0,848.82,0.0,168.32,5749.62,3963.81,0.0,3435.72,7533.16,0.0,0.0,0.0,248.9,3816.99,0.0,723.89,0.0,1652.08,0.0,47127.27,38019.8,-9107.469999999994
q1_graph3,478754,197.45,29465.3,0.0,546.44,1232.64,2312.74,0.0,0.0,0.0,904.42,334.0,0.0,0.0,0.0,132.51,0.0,179.32,0.0,1763.76,1567.57,0.0,0.0,671.78,2277.9,611.39,6376.02,105.23,0.0,885.78,0.0,19901.5,29662.75,9761.25
q1_graph3,492701,0.0,39167.1,0.0,1819.6,1433.99,612.6,1399.05,0.0,4744.49,2261.47,170.12,6111.55,0.0,0.0,251.9,16279.8,0.0,0.0,4463.25,8665.54,3006.51,0.0,3052.63,4436.3,0.0,9335.04,532.37,0.0,2193.96,2367.25,73137.42,39167.1,-33970.32
q1_graph3,493094,0.0,79413.8,0.0,1793.02,1723.73,3725.96,0.0,3163.52,0.0,10214.8,1159.64,0.0,0.0,6315.32,616.21,0.0,78.87,1173.68,4391.21,2799.86,0.0,0.0,1631.93,3582.65,2441.93,10157.6,0.0,0.0,4803.92,0.0,59773.85,79413.8,19639.950000000004
q1_graph3,493652,735.72,15445.8,0.0,156.76,336.29,1651.44,0.0,1132.0,0.0,1011.58,142.76,0.0,304.65,2055.58,38.67,8492.89,120.27,0.0,0.0,1299.03,214.43,0.0,284.93,1018.22,85.67,0.0,78.12,0.0,490.95,0.0,18914.239999999998,16181.519999999999,-2732.7199999999993
q1_graph3,500813,0.0,26707.8,0.0,340.32,243.26,1413.05,0.0,1552.37,1208.09,2511.22,162.65,1861.41,635.44,3517.64,161.16,7926.69,2066.72,249.16,0.0,703.66,0.0,0.0,708.12,2892.02,930.98,3233.06,285.6,185.98,1122.43,1241.29,35152.32,26707.8,-8444.52
q1_graph3,508898,2664.62,50214.1,0.0,624.98,1068.85,1245.58,1437.55,3744.72,0.0,3035.49,73.45,0.0,1414.3,5377.2,0.0,19974.0,0.0,384.0,2951.76,2939.52,1272.62,0.0,0.0,13481.8,1053.33,7216.68,0.0,0.0,187.12,0.0,67482.95000000001,52878.72,-14604.23000000001
q1_graph3,516236,6908.27,159997.0,0.0,1904.74,1929.22,2489.02,0.0,2574.66,0.0,2618.5,713.06,0.0,5302.1,32142.3,280.38,41464.4,0.0,8956.1,6938.77,1406.81,11185.4,0.0,4836.31,146800.0,47400.0,39291.8,353.31,0.0,0.0,0.0,358586.88,166905.27,-191681.61000000002
q1_graph3,520084,2024.7,129601.0,0.0,994.25,1531.51,530.03,0.0,16249.6,11179.5,5343.67,522.39,3978.84,2262.18,17907.0,0.0,30415.8,8845.36,2588.29,15080.3,2315.62,13260.7,0.0,0.0,20358.5,0.0,10072.2,2580.06,1761.31,2230.88,2347.91,172355.9,131625.7,-40730.19999999998
q1_graph3,529433,1284.37,121408.0,0.0,1597.54,2716.27,6453.51,0.0,210.5,10862.7,5167.03,1415.99,4349.74,460.34,6540.34,0.0,15821.9,8060.6,2514.63,3143.13,1812.17,0.0,3419.82,4385.38,13393.6,6900.2,13854.7,1017.67,3538.33,684.27,2158.6,120478.96,122692.37,2213.409999999989
q1_graph3,536951,0.0,5234.64,0.0,200.63,620.27,221.54,1252.81,3296.54,0.0,475.36,507.47,0.0,421.71,4019.67,0.0,4620.27,2552.28,394.63,449.32,1391.04,954.38,0.0,2141.56,1187.43,0.0,0.0,0.0,0.0,1414.94,0.0,26121.850000000002,5234.64,-20887.210000000003
q1_graph3,538892,612.53,7866.03,1256.32,206.85,411.67,397.53,0.0,0.0,0.0,318.53,66.56,0.0,115.09,804.6,0.0,2011.04,2087.94,287.96,1336.5,2929.23,0.0,0.0,0.0,0.0,7084.51,0.0,232.76,0.0,1700.68,0.0,19991.45,9734.88,-10256.570000000002
q1_graph3,541619,0.0,4553.79,0.0,218.46,231.44,1085.42,0.0,574.32,713.5,263.52,75.27,444.32,92.3,26.11,4.93,2793.29,16.34,125.82,577.37,208.62,588.78,0.0,669.26,72.99,283.97,1088.77,85.13,0.0,21.65,146.4,10407.98,4553.79,-5854.19
q1_graph3,542965,0.0,14865.8,0.0,737.83,177.36,310.96,0.0,0.0,0.0,1100.57,149.53,0.0,136.94,1031.52,210.09,8413.6,0.0,613.8,232.68,3375.37,1637.51,0.0,1420.57,804.21,798.15,0.0,373.32,0.0,415.8,0.0,21939.81,14865.8,-7074.010000000002
q1_graph3,544074,173.45,5639.96,0.0,259.1,132.61,592.22,0.0,567.43,0.0,382.88,139.33,0.0,114.21,1003.13,0.0,2345.31,73.43,18.12,233.7,370.86,376.4,0.0,447.16,243.68,0.0,0.0,4.52,0.0,0.0,0.0,7304.09,5813.41,-1490.6800000000003
q1_graph3,568284,0.0,7039.65,0.0,267.45,701.36,3084.78,0.0,2456.28,0.0,584.34,285.7,0.0,141.32,1147.37,92.37,3861.34,279.83,0.0,369.91,3054.32,1772.19,0.0,955.54,164.3,817.27,5053.94,439.2,0.0,818.09,0.0,26346.899999999998,7039.65,-19307.25
q1_graph3,572391,323.44,9063.18,1472.17,330.92,288.38,787.03,0.0,1960.88,0.0,0.0,377.58,0.0,315.44,593.37,0.0,7690.99,619.38,140.14,1117.58,642.73,0.0,0.0,253.64,0.0,3433.52,0.0,214.29,0.0,0.0,0.0,18765.87,10858.79,-7907.079999999998
q1_graph3,575295,0.0,25163.8,0.0,173.64,429.42,2150.02,0.0,0.0,0.0,1211.81,516.47,0.0,277.44,0.0,60.24,5529.22,2117.18,0.0,0.0,1609.94,1191.34,0.0,2.91,1213.18,1638.18,1131.09,281.97,0.0,280.94,0.0,19814.989999999998,25163.8,5348.810000000001
q1_graph3,578531,535.49,44432.6,0.0,564.37,604.91,979.19,794.95,2131.32,0.0,1875.25,112.79,0.0,951.82,4032.44,0.0,3994.14,4967.63,765.2,1464.95,3687.96,0.0,1122.89,94.12,6814.56,1367.71,5216.01,779.39,127.15,842.49,0.0,43291.24,44968.09,1676.8499999999985
q1_graph3,584736,0.0,134196.0,0.0,2778.19,534.07,8001.41,0.0,5190.51,0.0,6214.69,494.71,0.0,0.0,26846.9,117.94,0.0,0.0,1500.31,12526.9,7045.08,15399.5,0.0,535.85,11520.6,15668.2,19167.7,1100.5,0.0,6650.38,0.0,141293.44,134196.0,-7097.440000000002
q1_graph3,604113,115.29,2933.47,154.55,698.03,233.46,435.11,0.0,449.99,0.0,323.11,153.88,0.0,539.3,102.25,0.0,0.0,0.0,53.94,0.0,926.2,0.0,0.0,437.88,0.0,796.54,0.0,1.53,0.0,402.74,0.0,5553.959999999999,3203.31,-2350.649999999999
q1_graph3,607386,915.56,67455.8,601.22,174.81,2396.91,3632.97,0.0,6084.53,0.0,4129.17,352.43,0.0,170.71,3985.69,0.0,18698.1,0.0,790.97,622.79,5638.62,618.59,0.0,0.0,0.0,2016.27,0.0,347.93,0.0,2377.76,0.0,52038.25000000001,68972.58,16934.329999999994
q1_graph3,610497,0.0,3704.63,0.0,516.88,382.9,91.95,0.0,1626.32,0.0,191.06,164.35,0.0,476.32,2020.36,0.0,3200.7,0.0,180.33,299.92,707.62,0.0,0.0,365.16,119.2,0.0,961.13,196.78,271.92,0.0,0.0,11772.9,3704.63,-8068.2699999999995
q1_graph3,614761,2505.35,24662.9,0.0,663.33,584.32,2501.87,0.0,1698.46,0.0,3508.3,11.82,0.0,425.54,0.0,0.0,5740.1,847.85,17.14,0.0,1026.74,0.0,0.0,460.73,2556.09,0.0,4471.64,489.33,0.0,532.11,0.0,25535.370000000003,27168.25,1632.8799999999974
q1_graph3,628223,1129.49,86251.6,0.0,978.47,1096.37,6636.04,2582.67,7443.2,0.0,4632.3,576.14,0.0,948.57,9336.13,304.78,19153.4,0.0,30.83,0.0,8384.06,3739.59,1846.53,0.0,4485.42,1117.73,8091.25,520.28,0.0,4394.98,0.0,86298.74,87381.09000000001,1082.3500000000058
q1_graph3,657076,0.0,36157.5,0.0,595.71,458.72,242.37,0.0,180.6,0.0,1922.91,384.3,0.0,530.82,0.0,0.0,7256.03,0.0,501.28,1950.69,2596.98,0.0,0.0,1384.47,5823.53,1257.76,4887.83,0.0,983.51,719.92,0.0,31677.429999999997,36157.5,4480.070000000003
q1_graph4,464579,0.0,20352.5,0.0,1363.77,1294.57,1737.76,0.0,7921.31,0.0,5666.86,1574.64,5352.39,741.67,1900.95,119.85,5627.55,1895.87,0.0,0.0,9000.7,1840.03,0.0,0.0,6540.04,0.0,0.0,950.28,0.0,1267.62,4204.22,59000.08000000001,20352.5,-38647.58000000001
q1_graph4,477374,0.0,13703.4,0.0,330.65,56.24,710.23,0.0,2295.07,0.0,897.96,272.05,715.96,34.71,1045.51,64.76,333.32,0.0,24.56,191.21,692.91,1136.23,0.0,0.0,1198.06,272.08,0.0,0.0,146.83,180.66,622.83,11221.83,13703.4,2481.5699999999997
q1_graph4,482012,0.0,18450.2,0.0,369.53,696.89,3734.96,0.0,2688.4,0.0,0.0,283.45,0.0,114.8,0.0,41.22,6672.05,988.82,512.19,0.0,1267.93,133.42,0.0,772.3,2516.93,0.0,5124.17,100.2,0.0,447.06,0.0,26464.32,18450.2,-8014.119999999999
q1_graph4,483005,0.0,4521.72,415.16,424.78,265.53,269.26,309.77,839.07,0.0,147.51,273.13,562.84,339.53,743.14,0.0,1337.98,2077.39,576.65,0.0,1796.07,138.96,0.0,578.05,0.0,3561.76,0.0,0.0,304.09,856.97,950.07,16352.55,4936.88,-11415.669999999998
q1_graph4,492850,630.62,19821.5,0.0,380.93,355.75,311.58,0.0,1845.5,500.25,344.5,49.18,1243.11,392.32,1663.24,136.34,10152.6,0.0,512.35,2215.63,1598.86,15.21,0.0,0.0,1039.37,0.0,0.0,0.0,0.0,0.0,734.04,23490.760000000002,20452.12,-3038.640000000003
q1_graph4,516873,0.0,67163.2,0.0,875.9,1033.21,1459.69,0.0,2835.05,0.0,9585.05,364.94,1367.23,552.41,0.0,0.0,10798.3,4771.52,3966.64,4952.46,2110.77,0.0,0.0,3586.36,97608.4,31264.8,0.0,314.77,1118.65,3838.17,3068.77,185473.09,67163.2,-118309.89
q1_graph4,536906,115.42,2614.97,0.0,165.42,392.75,158.92,0.0,0.0,0.0,0.0,173.56,0.0,278.73,1525.27,0.0,0.0,3283.68,0.0,852.11,309.24,0.0,351.2,166.04,97.12,0.0,1844.96,334.44,0.0,724.28,0.0,10657.720000000001,2730.39,-7927.330000000002
q1_graph4,541907,357.94,7219.68,7.79,195.12,206.59,43.82,0.0,435.81,0.0,0.0,3.66,0.0,245.0,1097.67,0.0,0.0,0.0,371.91,461.43,733.14,465.34,332.15,492.28,0.0,0.0,2670.87,114.54,0.0,120.76,0.0,7990.09,7585.41,-404.6800000000003
q1_graph4,544636,777.87,38582.0,0.0,408.08,585.1,362.15,826.9,1866.86,0.0,1823.33,157.01,0.0,482.61,11603.1,78.41,1166.13,1345.64,266.98,0.0,781.41,3506.07,0.0,1135.68,7595.77,0.0,6870.03,31.31,648.85,0.0,0.0,41541.42,39359.87,-2181.5499999999956
q1_graph4,546593,1878.82,7720.52,0.0,1042.23,679.18,2378.14,0.0,6321.04,0.0,0.0,667.15,0.0,1102.59,4241.32,0.0,0.0,5961.09,1259.95,4144.21,1011.45,1277.66,0.0,0.0,1986.66,0.0,9245.31,0.0,0.0,1527.56,0.0,42845.53999999999,9599.34,-33246.2
q1_graph4,557269,0.0,4724.3,35.87,203.94,103.21,85.76,0.0,1070.35,730.33,478.86,49.47,655.13,121.83,422.1,0.0,0.0,0.0,226.22,0.0,603.25,326.47,114.05,0.0,0.0,1351.44,0.0,0.0,0.0,0.0,517.84,7060.25,4760.17,-2300.08
q1_graph4,566580,19.13,3158.36,0.0,81.43,49.59,584.72,0.0,0.0,0.0,2275.25,103.7,0.0,0.0,0.0,0.0,3687.2,1649.44,0.0,0.0,1583.24,0.0,0.0,1188.57,106.88,788.91,1740.54,221.39,132.44,0.0,0.0,14193.300000000001,3177.4900000000002,-11015.810000000001
q1_graph4,569329,498.36,9478.52,0.0,615.23,1168.89,2165.12,0.0,1790.61,0.0,2.39,775.94,115.79,0.0,4210.97,0.0,14649.5,2970.54,1021.95,0.0,3991.31,720.96,0.0,609.94,1452.84,0.0,0.0,0.0,0.0,0.0,2061.71,38323.69,9976.880000000001,-28346.81
q1_graph4,571369,7855.5,141744.0,0.0,1403.61,2069.84,2302.65,0.0,13236.0,0.0,0.0,580.13,4328.33,0.0,0.0,1469.8,39565.6,1752.47,0.0,0.0,6710.84,4033.83,0.0,6237.13,25968.1,4412.93,0.0,1665.05,1746.28,2505.02,5371.76,125359.36999999998,149599.5,24240.13000000002
q1_graph4,579305,1119.39,27376.1,0.0,902.26,1704.0,80.93,0.0,0.0,0.0,2968.37,709.81,1610.81,181.37,2358.23,271.1,17251.3,0.0,756.21,2187.16,5024.56,4096.56,0.0,3014.6,874.84,14454.6,0.0,301.26,0.0,3210.12,3653.69,65611.78,28495.489999999998,-37116.29
q1_graph4,580798,792.79,8773.28,1502.52,4.44,146.95,713.31,0.0,1514.53,0.0,17.58,48.73,426.21,168.32,109.02,0.0,4659.92,1975.82,262.83,0.0,21.11,0.0,0.0,1334.54,0.0,0.0,0.0,0.0,0.0,187.42,993.98,12584.71,11068.59,-1516.119999999999
q1_graph4,584457,326.38,4963.3,0.0,301.58,0.0,127.35,0.0,1347.57,0.0,1285.34,61.59,1488.77,111.43,1088.44,123.98,2645.89,0.0,53.76,2064.53,137.73,31.71,0.0,843.95,736.57,0.0,0.0,0.0,383.6,0.0,594.22,13428.01,5289.68,-8138.33
q1_graph4,585606,563.88,3906.88,0.0,705.58,56.59,1396.83,636.46,1002.26,0.0,0.0,25.63,1624.18,317.77,0.0,67.06,6110.68,0.0,0.0,531.78,979.7,611.41,0.0,1133.39,426.85,4660.12,0.0,61.78,0.0,0.0,395.03,20743.1,4470.76,-16272.339999999998
q1_graph4,588172,450.54,4410.78,0.0,198.14,209.5,119.39,0.0,0.0,0.0,706.54,187.26,0.0,18.64,509.54,14.11,0.0,413.23,0.0,0.0,594.06,0.0,0.0,331.34,661.16,224.71,1670.19,188.27,0.0,177.9,0.0,6223.98,4861.32,-1362.6599999999999
q1_graph4,601496,0.0,8395.12,0.0,466.44,513.06,1078.45,0.0,1997.14,0.0,1547.32,430.54,0.0,111.51,483.42,66.41,1817.39,468.27,391.11,875.81,813.91,331.23,400.64,1009.57,206.88,0.0,4789.41,47.31,0.0,168.6,0.0,18014.42,8395.12,-9619.299999999997
q1_graph4,628320,369.59,10065.5,0.0,284.91,235.4,335.43,0.0,2076.09,1444.23,940.97,162.71,48.44,151.93,414.14,64.94,1687.09,597.67,430.79,0.0,1626.88,964.22,0.0,1019.65,356.86,0.0,0.0,208.23,198.72,669.5,422.27,14341.070000000002,10435.09,-3905.9800000000014
q1_graph4,636721,32.96,13157.7,486.33,569.33,400.82,983.64,0.0,1518.22,0.0,0.0,240.67,0.0,0.0,646.98,149.78,0.0,0.0,0.0,2841.47,1862.42,433.38,0.0,1235.58,0.0,796.16,1639.51,44.14,0.0,252.2,0.0,13614.3,13676.99,62.69000000000051
q1_graph4,639642,850.33,17549.4,0.0,782.44,553.99,1451.89,0.0,2033.67,907.2,1965.25,355.3,854.36,0.0,3262.45,75.2,3458.5,419.38,277.86,0.0,692.16,1346.99,0.0,0.0,1983.78,450.07,0.0,8.34,0.0,1379.15,1415.71,23673.690000000002,18399.730000000003,-5273.959999999999
q1_graph4,655963,2502.66,109907.0,0.0,1515.98,3416.1,2511.28,0.0,0.0,0.0,5185.15,905.62,0.0,0.0,7517.28,524.95,15436.2,4425.31,3230.1,4569.15,7064.27,0.0,0.0,1483.75,15948.0,3952.68,23697.1,1960.36,296.85,3670.14,0.0,107310.27,112409.66,5099.389999999999
q1_graph4,657526,0.0,37449.4,0.0,649.81,377.67,417.98,864.13,2152.02,3697.33,0.0,102.03,432.71,896.12,6893.61,0.0,0.0,1444.46,2708.62,6387.94,1237.39,984.37,0.0,691.57,7935.6,317.61,0.0,0.0,0.0,0.0,1133.34,39324.31,37449.4,-1874.9099999999962
q1_graph5,477657,392.38,3562.94,0.0,146.31,252.01,437.04,0.0,513.34,0.0,0.0,116.35,0.0,0.0,118.6,0.17,2123.92,0.0,0.0,565.75,718.46,302.61,0.0,581.82,162.53,0.0,1164.18,0.0,101.86,0.0,0.0,7304.95,3955.32,-3349.6299999999997
q1_graph5,483784,1201.05,441206.0,2356.79,1728.16,2657.09,572.69,5148.59,17303.8,31733.8,5330.29,983.85,12802.8,1956.93,29938.6,1340.05,0.0,18663.5,18354.9,10303.1,6120.39,8666.52,0.0,36827.8,0.0,0.0,0.0,2588.25,0.0,8277.9,7333.98,228632.99,444763.83999999997,216130.84999999998
q1_graph5,524153,4561.47,23069.8,0.0,1171.36,143.57,21.71,0.0,6028.1,0.0,0.0,1348.59,3631.34,315.31,0.0,11.03,17503.1,0.0,0.0,4739.4,7740.68,507.95,0.0,3609.81,1807.45,3196.25,0.0,0.0,229.28,930.86,2189.28,55125.07,27631.27,-27493.8
q1_graph5,530990,325.81,21534.1,0.0,216.43,29.42,590.84,0.0,2692.27,0.0,0.0,267.97,1109.22,390.48,3451.82,0.0,7510.12,0.0,749.67,2583.05,2126.4,612.18,0.0,797.33,3139.99,0.0,0.0,62.83,130.95,0.0,134.41,26595.380000000005,21859.91,-4735.470000000005
q1_graph5,549840,762.06,10144.0,0.0,574.87,386.66,1676.57,0.0,2683.2,0.0,345.49,223.53,713.73,392.46,2024.76,0.0,4156.52,2987.84,0.0,1291.33,195.71,0.0,0.0,216.7,653.86,248.04,0.0,273.58,205.38,0.0,643.26,19893.489999999998,10906.06,-8987.429999999998
q1_graph5,561819,0.0,11074.4,0.0,61.95,303.21,2435.24,0.0,661.68,0.0,922.76,109.98,729.34,1011.27,1268.58,0.0,2497.95,366.28,0.0,541.51,699.05,982.87,0.0,418.66,460.37,417.69,0.0,262.73,0.0,421.73,1027.12,15599.969999999998,11074.4,-4525.569999999998
q1_graph5,573137,0.0,11488.3,0.0,210.35,322.4,248.56,0.0,1210.4,0.0,0.0,45.68,0.0,426.33,1357.29,0.0,4835.03,83.46,53.93,2555.9,1725.25,625.06,0.0,0.0,1295.19,328.93,254.74,297.91,581.83,0.0,0.0,16458.24,11488.3,-4969.940000000002
q1_graph5,594308,1693.86,33720.8,0.0,298.61,632.36,657.17,0.0,1019.14,2240.53,2959.18,487.49,2416.01,0.0,3651.56,0.0,6971.99,0.0,247.67,71.01,81.19,3002.98,0.0,2958.78,3468.46,190.0,0.0,284.64,0.0,571.12,974.96,33184.85,35414.66,2229.810000000005
q1_graph5,619322,0.0,25157.9,0.0,379.61,655.16,1504.41,0.0,253.08,0.0,0.0,62.8,1982.88,235.34,4452.55,112.12,0.0,83.88,534.96,0.0,1133.88,521.92,0.0,1411.22,5634.9,712.17,0.0,248.96,444.76,1183.04,302.5,21850.14,25157.9,3307.760000000002
q1_graph5,631903,0.0,23118.1,0.0,205.47,794.81,822.66,0.0,2988.87,0.0,2819.24,236.72,0.0,717.54,0.0,62.49,5123.35,0.0,529.93,1605.74,1661.68,355.59,268.99,0.0,3515.59,0.0,3654.46,0.0,310.16,0.0,0.0,25673.29,23118.1,-2555.1900000000023
template,0,0.0,20000.0,0.0,300.0,800.0,1000.0,0.0,400.0,0.0,0.0,200.0,50.0,30.0,2000.0,80.0,2000.0,100.0,300.0,800.0,3000.0,0.0,0.0,0.0,800.0,1000.0,4000.0,0.0,0.0,0.0,1000.0,17860.0,20000.0,2140.0
template,2,600.0,40000.0,0.0,900.0,600.0,2000.0,0.0,1000.0,3000.0,200.0,100.0,1000.0,400.0,4000.0,20.0,0.0,3000.0,1000.0,2000.0,2000.0,3000.0,0.0,0.0,5000.0,700.0,5000.0,10.0,0.0,1000.0,500.0,36430.0,40600.0,4170.0
template,27,1000.0,50000.0,0.0,700.0,600.0,700.0,0.0,4000.0,6000.0,0.0,400.0,900.0,50.0,5000.0,0.0,0.0,2000.0,0.0,5000.0,700.0,1000.0,0.0,800.0,9000.0,0.0,6000.0,300.0,0.0,2000.0,800.0,45950.0,51000.0,5050.0
template,29,0.0,30000.0,0.0,600.0,800.0,1000.0,0.0,1000.0,0.0,0.0,200.0,1000.0,200.0,4000.0,0.0,8000.0,2000.0,0.0,2000.0,1000.0,500.0,0.0,400.0,6000.0,400.0,6000.0,500.0,0.0,100.0,200.0,35900.0,30000.0,-5900.0
template,31,0.0,9000.0,0.0,500.0,400.0,2000.0,500.0,2000.0,2000.0,0.0,400.0,1000.0,600.0,1000.0,0.0,5000.0,70.0,200.0,0.0,1000.0,200.0,0.0,500.0,700.0,900.0,4000.0,300.0,0.0,200.0,1000.0,24470.0,9000.0,-15470.0
template,33,400.0,40000.0,0.0,100.0,500.0,3000.0,0.0,900.0,0.0,3000.0,500.0,0.0,200.0,2000.0,0.0,4000.0,400.0,2000.0,0.0,3000.0,2000.0,0.0,3000.0,10000.0,2000.0,5000.0,500.0,0.0,900.0,0.0,43000.0,40400.0,-2600.0
template,34,0.0,10000.0,0.0,200.0,0.0,2000.0,0.0,3000.0,0.0,2000.0,200.0,0.0,600.0,1000.0,0.0,4000.0,0.0,100.0,300.0,40.0,800.0,0.0,100.0,1000.0,30.0,3000.0,400.0,0.0,1000.0,0.0,19770.0,10000.0,-9770.0
template,35,0.0,40000.0,0.0,600.0,700.0,100.0,0.0,200.0,0.0,3000.0,80.0,0.0,1000.0,6000.0,40.0,6000.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,6000.0,0.0,6000.0,600.0,0.0,2000.0,0.0,34320.0,40000.0,5680.0
template,36,1000.0,10000.0,700.0,500.0,300.0,2000.0,0.0,3000.0,0.0,400.0,200.0,0.0,400.0,1000.0,200.0,9000.0,0.0,100.0,1000.0,2000.0,0.0,0.0,500.0,0.0,0.0,3000.0,500.0,0.0,700.0,0.0,24800.0,11700.0,-13100.0
template,37,0.0,20000.0,800.0,200.0,500.0,2000.0,0.0,2000.0,0.0,1000.0,400.0,800.0,0.0,5000.0,60.0,0.0,2000.0,0.0,0.0,2000.0,0.0,0.0,50.0,0.0,300.0,2000.0,300.0,0.0,0.0,1000.0,19610.0,20800.0,1190.0
template,38,70.0,20000.0,400.0,200.0,600.0,2000.0,0.0,2000.0,0.0,1000.0,300.0,0.0,0.0,3000.0,60.0,0.0,1000.0,70.0,600.0,1000.0,500.0,0.0,800.0,0.0,0.0,600.0,200.0,0.0,0.0,0.0,13930.0,20470.0,6540.0
template,39,0.0,5000.0,0.0,200.0,0.0,800.0,0.0,2000.0,0.0,2000.0,200.0,0.0,300.0,0.0,90.0,300.0,2000.0,0.0,0.0,1000.0,200.0,0.0,0.0,1000.0,3000.0,0.0,0.0,0.0,900.0,0.0,13990.0,5000.0,-8990.0
template,40,800.0,10000.0,300.0,400.0,500.0,2000.0,500.0,2000.0,0.0,0.0,100.0,0.0,1000.0,700.0,300.0,8000.0,1000.0,100.0,600.0,1000.0,400.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,18970.0,11100.0,-7870.0
template,41,300.0,9000.0,0.0,500.0,70.0,30.0,0.0,800.0,0.0,0.0,100.0,0.0,40.0,1000.0,100.0,400.0,0.0,500.0,2000.0,1000.0,0.0,0.0,400.0,2000.0,0.0,0.0,40.0,0.0,0.0,0.0,8980.0,9300.0,320.0
template,42,0.0,10000.0,0.0,700.0,700.0,3000.0,0.0,1000.0,0.0,1000.0,200.0,0.0,500.0,700.0,100.0,0.0,0.0,0.0,900.0,2000.0,300.0,0.0,600.0,400.0,600.0,0.0,200.0,0.0,800.0,0.0,13700.0,10000.0,-3700.0
template,43,20.0,10000.0,0.0,400.0,300.0,300.0,700.0,400.0,0.0,2000.0,100.0,0.0,80.0,400.0,70.0,6000.0,0.0,500.0,500.0,1000.0,0.0,0.0,1000.0,2000.0,0.0,0.0,70.0,0.0,0.0,0.0,15820.0,10020.0,-5800.0
template,44,0.0,200000.0,0.0,800.0,1000.0,2000.0,0.0,0.0,0.0,5000.0,400.0,0.0,0.0,6000.0,200.0,7000.0,2000.0,0.0,3000.0,500.0,0.0,0.0,9000.0,4000.0,0.0,6000.0,400.0,0.0,900.0,0.0,48200.0,200000.0,151800.0
template,45,4000.0,40000.0,0.0,800.0,700.0,900.0,0.0,0.0,3000.0,1000.0,200.0,2.0,0.0,10000.0,60.0,6000.0,1000.0,200.0,3000.0,3000.0,4000.0,0.0,600.0,8000.0,2000.0,6000.0,300.0,0.0,3000.0,800.0,54562.0,44000.0,-10562.0
template,46,0.0,30000.0,0.0,200.0,500.0,1000.0,0.0,2000.0,3000.0,600.0,50.0,2000.0,200.0,700.0,0.0,1000.0,0.0,700.0,0.0,5000.0,600.0,0.0,700.0,3000.0,1000.0,3000.0,70.0,0.0,0.0,2000.0,27320.0,30000.0,2680.0
template,47,0.0,10000.0,0.0,700.0,600.0,600.0,0.0,500.0,0.0,2000.0,300.0,0.0,0.0,3000.0,80.0,4000.0,0.0,20.0,200.0,4000.0,200.0,0.0,2000.0,900.0,0.0,5000.0,0.0,0.0,0.0,0.0,24100.0,10000.0,-14100.0
template,48,0.0,40000.0,0.0,500.0,900.0,300.0,0.0,200.0,0.0,3000.0,10.0,0.0,500.0,5000.0,0.0,3000.0,0.0,600.0,0.0,2000.0,2000.0,0.0,100.0,6000.0,0.0,4000.0,500.0,0.0,0.0,0.0,28610.0,40000.0,11390.0
template,49,1000.0,40000.0,0.0,500.0,700.0,300.0,0.0,3000.0,2000.0,0.0,300.0,200.0,0.0,1000.0,20.0,5000.0,2000.0,1000.0,4000.0,3000.0,3000.0,1000.0,400.0,6000.0,3000.0,5000.0,300.0,1000.0,400.0,2000.0,45120.0,41000.0,-4120.0
template,52,0.0,50000.0,0.0,7.0,400.0,3000.0,0.0,4000.0,3000.0,2000.0,70.0,2000.0,0.0,0.0,0.0,5000.0,2000.0,700.0,50.0,4000.0,0.0,0.0,800.0,9000.0,0.0,4000.0,20.0,0.0,1000.0,1000.0,42047.0,50000.0,7953.0
template,53,0.0,50000.0,7000.0,70.0,2000.0,1000.0,0.0,6000.0,0.0,400.0,90.0,0.0,600.0,0.0,200.0,0.0,0.0,0.0,2000.0,2000.0,3000.0,0.0,4000.0,0.0,400.0,0.0,0.0,0.0,900.0,0.0,22660.0,57000.0,34340.0
template,54,4000.0,30000.0,0.0,2000.0,1000.0,1000.0,0.0,3000.0,0.0,1000.0,200.0,0.0,0.0,4000.0,500.0,500.0,0.0,900.0,2000.0,1000.0,0.0,0.0,4000.0,4000.0,10000.0,0.0,2000.0,0.0,1000.0,0.0,38100.0,34000.0,-4100.0
template,55,4000.0,30000.0,2000.0,600.0,2000.0,6000.0,0.0,8000.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,20000.0,0.0,700.0,0.0,5000.0,300.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,48600.0,36000.0,-12600.0
