Source,eType,Target,Time,Weight,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude,graph,datetime,date,day_of_year,week,month,hour,edge_type,source_node_type,source_node_type_name,target_node_type,target_node_type_name
49,5,589943,31536000,4000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
49,5,577992,31536000,2000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
49,5,580426,31536000,1000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
49,5,595581,31536000,3000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
49,5,616315,31536000,400.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
49,5,642329,31536000,400.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
49,5,503701,31536000,3000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
49,5,571970,31536000,20.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
49,5,644226,31536000,2000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
49,5,632961,31536000,300.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
49,5,473173,31536000,300.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
49,5,620120,31536000,6000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
49,5,575030,31536000,5000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
49,5,621924,31536000,3000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
52,5,630626,31536000,4000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
52,5,536346,31536000,2000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
52,5,520660,31536000,3000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
552988,5,52,31536000,50000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,4,financial_category,1,person
52,5,527449,31536000,70.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
52,5,459381,31536000,7.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
52,5,595298,31536000,4000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
52,5,466907,31536000,400.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
52,5,589943,31536000,50.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
52,5,577992,31536000,2000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
52,5,523927,31536000,2000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
52,5,580426,31536000,700.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
52,5,616315,31536000,800.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
52,5,642329,31536000,1000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
52,5,503701,31536000,4000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
52,5,644226,31536000,1000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
52,5,632961,31536000,20.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
52,5,473173,31536000,3000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
52,5,620120,31536000,9000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
52,5,575030,31536000,5000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
552988,5,53,31536000,50000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,4,financial_category,1,person
53,5,527449,31536000,90.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
53,5,459381,31536000,70.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
53,5,595298,31536000,2000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
53,5,466907,31536000,2000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
53,5,589943,31536000,2000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
53,5,537281,31536000,600.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
53,5,523927,31536000,400.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
53,5,595581,31536000,3000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
53,5,616315,31536000,4000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
53,5,642329,31536000,900.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
53,5,503701,31536000,6000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
53,5,571970,31536000,200.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
53,5,473173,31536000,1000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
620120,5,53,31536000,7000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,4,financial_category,1,person
53,5,621924,31536000,400.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
510031,5,54,31536000,4000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,4,financial_category,1,person
552988,5,54,31536000,30000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,4,financial_category,1,person
54,5,567195,31536000,4000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
54,5,527449,31536000,200.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
54,5,459381,31536000,2000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
54,5,595298,31536000,1000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
54,5,466907,31536000,1000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
54,5,589943,31536000,2000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
54,5,523927,31536000,1000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
54,5,580426,31536000,900.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
54,5,616315,31536000,4000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
54,5,642329,31536000,1000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
54,5,503701,31536000,3000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
54,5,571970,31536000,500.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
54,5,632961,31536000,2000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
54,5,473173,31536000,1000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
54,5,620120,31536000,4000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
54,5,575030,31536000,500.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
54,5,621924,31536000,10000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
510031,5,55,31536000,4000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,4,financial_category,1,person
552988,5,55,31536000,30000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,4,financial_category,1,person
55,5,527449,31536000,1000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
55,5,459381,31536000,600.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
55,5,595298,31536000,5000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
55,5,466907,31536000,2000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
55,5,523927,31536000,1000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
55,5,580426,31536000,700.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
55,5,595581,31536000,300.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
55,5,503701,31536000,8000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
55,5,473173,31536000,6000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
620120,5,55,31536000,2000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,4,financial_category,1,person
55,5,575030,31536000,20000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
55,5,621924,31536000,4000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
552988,5,56,31536000,30000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,4,financial_category,1,person
56,5,567195,31536000,2000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
56,5,527449,31536000,300.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
56,5,459381,31536000,2000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
56,5,595298,31536000,5000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
56,5,466907,31536000,1000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
56,5,589943,31536000,3000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
56,5,537281,31536000,2000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
56,5,523927,31536000,7000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
56,5,595581,31536000,2000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
56,5,616315,31536000,3000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
56,5,642329,31536000,400.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
56,5,503701,31536000,5000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
56,5,571970,31536000,900.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
56,5,473173,31536000,3000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
56,5,620120,31536000,800.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
56,5,575030,31536000,7000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
56,5,621924,31536000,4000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
57,5,503218,31536000,4000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
57,5,630626,31536000,40000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
57,5,536346,31536000,5000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
57,5,520660,31536000,20000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
552988,5,57,31536000,20000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,4,financial_category,1,person
57,5,567195,31536000,40000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
57,5,527449,31536000,100.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
57,5,459381,31536000,1000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
57,5,595298,31536000,10000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
57,5,606730,31536000,3000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
57,5,589943,31536000,10000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
57,5,577992,31536000,20000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
57,5,523927,31536000,20000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
57,5,580426,31536000,9000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
57,5,642329,31536000,6000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
57,5,503701,31536000,10000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
57,5,571970,31536000,200.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
57,5,644226,31536000,9000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
57,5,632961,31536000,2000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
57,5,473173,31536000,3000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
620120,5,57,31536000,200000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,4,financial_category,1,person
57,5,621924,31536000,100000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
510031,5,58,31536000,100.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,4,financial_category,1,person
552988,5,58,31536000,3000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,4,financial_category,1,person
58,5,527449,31536000,90.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
58,5,459381,31536000,3.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
58,5,595298,31536000,1000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
58,5,466907,31536000,60.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
58,5,589943,31536000,800.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
58,5,523927,31536000,200.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
58,5,642329,31536000,300.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
58,5,571970,31536000,6.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
58,5,632961,31536000,6.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
58,5,473173,31536000,200.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
58,5,620120,31536000,200.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
58,5,575030,31536000,1000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
58,5,621924,31536000,400.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
552988,5,59,31536000,5000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,4,financial_category,1,person
59,5,567195,31536000,300.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
59,5,527449,31536000,200.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
59,5,459381,31536000,100.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
59,5,595298,31536000,500.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
59,5,466907,31536000,200.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
59,5,577992,31536000,500.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
59,5,595581,31536000,400.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
59,5,642329,31536000,20.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
59,5,503701,31536000,200.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
59,5,571970,31536000,50.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
59,5,632961,31536000,30.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
59,5,473173,31536000,200.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
59,5,620120,31536000,600.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
59,5,575030,31536000,3000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
59,5,621924,31536000,500.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
510031,5,60,31536000,200.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,4,financial_category,1,person
552988,5,60,31536000,3000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,4,financial_category,1,person
60,5,527449,31536000,50.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
60,5,459381,31536000,300.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
60,5,595298,31536000,600.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
60,5,466907,31536000,70.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
60,5,589943,31536000,200.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
60,5,537281,31536000,80.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
60,5,523927,31536000,700.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
60,5,580426,31536000,200.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
60,5,616315,31536000,600.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
60,5,642329,31536000,30.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
60,5,503701,31536000,300.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
60,5,571970,31536000,50.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
60,5,473173,31536000,80.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
620120,5,60,31536000,200.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,4,financial_category,1,person
60,5,575030,31536000,2000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
61,5,630626,31536000,3000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
510031,5,61,31536000,400.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,4,financial_category,1,person
552988,5,61,31536000,4000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,4,financial_category,1,person
61,5,567195,31536000,100.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
61,5,527449,31536000,90.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
61,5,459381,31536000,300.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
61,5,595298,31536000,600.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
61,5,466907,31536000,200.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
61,5,589943,31536000,70.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
61,5,577992,31536000,300.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
61,5,537281,31536000,100.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
61,5,523927,31536000,900.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
61,5,595581,31536000,80.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
61,5,616315,31536000,600.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
61,5,642329,31536000,60.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
61,5,503701,31536000,900.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
61,5,632961,31536000,300.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
61,5,473173,31536000,300.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
61,5,620120,31536000,200.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
61,5,621924,31536000,1000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
62,5,630626,31536000,2000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
510031,5,62,31536000,400.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,4,financial_category,1,person
552988,5,62,31536000,10000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,4,financial_category,1,person
62,5,567195,31536000,900.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
62,5,527449,31536000,200.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
62,5,459381,31536000,300.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
62,5,595298,31536000,300.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
62,5,466907,31536000,200.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
62,5,577992,31536000,600.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
62,5,537281,31536000,100.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
62,5,523927,31536000,100.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
62,5,580426,31536000,200.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
62,5,595581,31536000,300.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
62,5,503701,31536000,2000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
62,5,571970,31536000,60.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
62,5,632961,31536000,100.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
62,5,473173,31536000,90.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
62,5,620120,31536000,1000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
62,5,575030,31536000,3000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
63,5,630626,31536000,5000.0,,,,,,,template,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
