Source,eType,Target,Time,Weight,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude,graph,datetime,date,day_of_year,week,month,hour,edge_type,source_node_type,source_node_type_name,target_node_type,target_node_type_name,pair_min,pair_max
47,0,63,23862424,1.0,,,,,,,template,2025-10-04 04:27:04,2025-10-04,277,40,10,4,email,1,person,1,person,47,63
47,0,63,23924027,1.0,,,,,,,template,2025-10-04 21:33:47,2025-10-04,277,40,10,21,email,1,person,1,person,47,63
63,0,47,23945816,1.0,,,,,,,template,2025-10-05 03:36:56,2025-10-05,278,40,10,3,email,1,person,1,person,47,63
43,0,63,23961635,1.0,,,,,,,template,2025-10-05 08:00:35,2025-10-05,278,40,10,8,email,1,person,1,person,43,63
43,0,45,23983547,1.0,,,,,,,template,2025-10-05 14:05:47,2025-10-05,278,40,10,14,email,1,person,1,person,43,45
47,0,63,24004131,1.0,,,,,,,template,2025-10-05 19:48:51,2025-10-05,278,40,10,19,email,1,person,1,person,47,63
47,0,41,24046907,1.0,,,,,,,template,2025-10-06 07:41:47,2025-10-06,279,41,10,7,email,1,person,1,person,41,47
43,0,41,24058200,1.0,,,,,,,template,2025-10-06 10:50:00,2025-10-06,279,41,10,10,email,1,person,1,person,41,43
41,1,45,24074450,1.0,5.0,3.0,,,,,template,2025-10-06 15:20:50,2025-10-06,279,41,10,15,phone,1,person,1,person,41,45
63,0,58,24137054,1.0,,,,,,,template,2025-10-07 08:44:14,2025-10-07,280,41,10,8,email,1,person,1,person,58,63
63,1,43,24137758,1.0,4.0,3.0,,,,,template,2025-10-07 08:55:58,2025-10-07,280,41,10,8,phone,1,person,1,person,43,63
47,0,58,24138222,1.0,,,,,,,template,2025-10-07 09:03:42,2025-10-07,280,41,10,9,email,1,person,1,person,47,58
63,0,41,24153531,1.0,,,,,,,template,2025-10-07 13:18:51,2025-10-07,280,41,10,13,email,1,person,1,person,41,63
63,1,58,24160890,1.0,4.0,4.0,,,,,template,2025-10-07 15:21:30,2025-10-07,280,41,10,15,phone,1,person,1,person,58,63
45,1,47,24164634,1.0,3.0,3.0,,,,,template,2025-10-07 16:23:54,2025-10-07,280,41,10,16,phone,1,person,1,person,45,47
41,1,58,24182535,1.0,5.0,4.0,,,,,template,2025-10-07 21:22:15,2025-10-07,280,41,10,21,phone,1,person,1,person,41,58
63,0,45,24188349,1.0,,,,,,,template,2025-10-07 22:59:09,2025-10-07,280,41,10,22,email,1,person,1,person,45,63
41,1,47,24203836,1.0,5.0,3.0,,,,,template,2025-10-08 03:17:16,2025-10-08,281,41,10,3,phone,1,person,1,person,41,47
63,0,41,24211527,1.0,,,,,,,template,2025-10-08 05:25:27,2025-10-08,281,41,10,5,email,1,person,1,person,41,63
41,1,45,24219466,1.0,5.0,3.0,,,,,template,2025-10-08 07:37:46,2025-10-08,281,41,10,7,phone,1,person,1,person,41,45
63,0,58,24237816,1.0,,,,,,,template,2025-10-08 12:43:36,2025-10-08,281,41,10,12,email,1,person,1,person,58,63
43,0,58,24244895,1.0,,,,,,,template,2025-10-08 14:41:35,2025-10-08,281,41,10,14,email,1,person,1,person,43,58
45,1,43,24256073,1.0,3.0,3.0,,,,,template,2025-10-08 17:47:53,2025-10-08,281,41,10,17,phone,1,person,1,person,43,45
41,1,63,24257141,1.0,5.0,4.0,,,,,template,2025-10-08 18:05:41,2025-10-08,281,41,10,18,phone,1,person,1,person,41,63
43,0,47,24275315,1.0,,,,,,,template,2025-10-08 23:08:35,2025-10-08,281,41,10,23,email,1,person,1,person,43,47
58,1,45,24276374,1.0,4.0,3.0,,,,,template,2025-10-08 23:26:14,2025-10-08,281,41,10,23,phone,1,person,1,person,45,58
58,1,45,24308246,1.0,4.0,3.0,,,,,template,2025-10-09 08:17:26,2025-10-09,282,41,10,8,phone,1,person,1,person,45,58
63,0,43,24352493,1.0,,,,,,,template,2025-10-09 20:34:53,2025-10-09,282,41,10,20,email,1,person,1,person,43,63
43,0,45,24362995,1.0,,,,,,,template,2025-10-09 23:29:55,2025-10-09,282,41,10,23,email,1,person,1,person,43,45
43,0,41,24369089,1.0,,,,,,,template,2025-10-10 01:11:29,2025-10-10,283,41,10,1,email,1,person,1,person,41,43
43,0,45,24387981,1.0,,,,,,,template,2025-10-10 06:26:21,2025-10-10,283,41,10,6,email,1,person,1,person,43,45
43,0,63,24391453,1.0,,,,,,,template,2025-10-10 07:24:13,2025-10-10,283,41,10,7,email,1,person,1,person,43,63
63,0,43,24409004,1.0,,,,,,,template,2025-10-10 12:16:44,2025-10-10,283,41,10,12,email,1,person,1,person,43,63
45,1,58,24418365,1.0,3.0,4.0,,,,,template,2025-10-10 14:52:45,2025-10-10,283,41,10,14,phone,1,person,1,person,45,58
47,0,43,24454340,1.0,,,,,,,template,2025-10-11 00:52:20,2025-10-11,284,41,10,0,email,1,person,1,person,43,47
47,0,63,24464822,1.0,,,,,,,template,2025-10-11 03:47:02,2025-10-11,284,41,10,3,email,1,person,1,person,47,63
58,0,63,24483404,1.0,,,,,,,template,2025-10-11 08:56:44,2025-10-11,284,41,10,8,email,1,person,1,person,58,63
58,0,41,24489479,1.0,,,,,,,template,2025-10-11 10:37:59,2025-10-11,284,41,10,10,email,1,person,1,person,41,58
41,1,47,24506003,1.0,5.0,3.0,,,,,template,2025-10-11 15:13:23,2025-10-11,284,41,10,15,phone,1,person,1,person,41,47
63,1,41,24525241,1.0,4.0,5.0,,,,,template,2025-10-11 20:34:01,2025-10-11,284,41,10,20,phone,1,person,1,person,41,63
47,1,63,24542559,1.0,3.0,4.0,,,,,template,2025-10-12 01:22:39,2025-10-12,285,41,10,1,phone,1,person,1,person,47,63
58,1,43,24546389,1.0,4.0,3.0,,,,,template,2025-10-12 02:26:29,2025-10-12,285,41,10,2,phone,1,person,1,person,43,58
63,1,41,24608324,1.0,4.0,5.0,,,,,template,2025-10-12 19:38:44,2025-10-12,285,41,10,19,phone,1,person,1,person,41,63
41,1,43,24614505,1.0,5.0,3.0,,,,,template,2025-10-12 21:21:45,2025-10-12,285,41,10,21,phone,1,person,1,person,41,43
58,0,47,24616167,1.0,,,,,,,template,2025-10-12 21:49:27,2025-10-12,285,41,10,21,email,1,person,1,person,47,58
41,1,47,24621628,1.0,5.0,3.0,,,,,template,2025-10-12 23:20:28,2025-10-12,285,41,10,23,phone,1,person,1,person,41,47
63,0,45,24626993,1.0,,,,,,,template,2025-10-13 00:49:53,2025-10-13,286,42,10,0,email,1,person,1,person,45,63
43,0,63,24630145,1.0,,,,,,,template,2025-10-13 01:42:25,2025-10-13,286,42,10,1,email,1,person,1,person,43,63
43,1,45,24648911,1.0,3.0,3.0,,,,,template,2025-10-13 06:55:11,2025-10-13,286,42,10,6,phone,1,person,1,person,43,45
43,0,47,24654813,1.0,,,,,,,template,2025-10-13 08:33:33,2025-10-13,286,42,10,8,email,1,person,1,person,43,47
63,0,58,24668305,1.0,,,,,,,template,2025-10-13 12:18:25,2025-10-13,286,42,10,12,email,1,person,1,person,58,63
47,0,58,24680443,1.0,,,,,,,template,2025-10-13 15:40:43,2025-10-13,286,42,10,15,email,1,person,1,person,47,58
47,0,45,24690160,1.0,,,,,,,template,2025-10-13 18:22:40,2025-10-13,286,42,10,18,email,1,person,1,person,45,47
41,1,58,24826147,1.0,5.0,4.0,,,,,template,2025-10-15 08:09:07,2025-10-15,288,42,10,8,phone,1,person,1,person,41,58
43,0,63,24842182,1.0,,,,,,,template,2025-10-15 12:36:22,2025-10-15,288,42,10,12,email,1,person,1,person,43,63
63,1,58,24852569,1.0,4.0,4.0,,,,,template,2025-10-15 15:29:29,2025-10-15,288,42,10,15,phone,1,person,1,person,58,63
58,0,63,24893862,1.0,,,,,,,template,2025-10-16 02:57:42,2025-10-16,289,42,10,2,email,1,person,1,person,58,63
63,0,45,24902361,1.0,,,,,,,template,2025-10-16 05:19:21,2025-10-16,289,42,10,5,email,1,person,1,person,45,63
43,1,47,24931004,1.0,3.0,3.0,,,,,template,2025-10-16 13:16:44,2025-10-16,289,42,10,13,phone,1,person,1,person,43,47
63,1,41,24942379,1.0,4.0,5.0,,,,,template,2025-10-16 16:26:19,2025-10-16,289,42,10,16,phone,1,person,1,person,41,63
41,1,58,24944789,1.0,5.0,4.0,,,,,template,2025-10-16 17:06:29,2025-10-16,289,42,10,17,phone,1,person,1,person,41,58
43,1,45,24965039,1.0,3.0,3.0,,,,,template,2025-10-16 22:43:59,2025-10-16,289,42,10,22,phone,1,person,1,person,43,45
41,1,63,25001456,1.0,5.0,4.0,,,,,template,2025-10-17 08:50:56,2025-10-17,290,42,10,8,phone,1,person,1,person,41,63
41,1,47,25001728,1.0,5.0,3.0,,,,,template,2025-10-17 08:55:28,2025-10-17,290,42,10,8,phone,1,person,1,person,41,47
47,0,63,25013037,1.0,,,,,,,template,2025-10-17 12:03:57,2025-10-17,290,42,10,12,email,1,person,1,person,47,63
47,0,41,25033701,1.0,,,,,,,template,2025-10-17 17:48:21,2025-10-17,290,42,10,17,email,1,person,1,person,41,47
41,1,58,25064109,1.0,5.0,4.0,,,,,template,2025-10-18 02:15:09,2025-10-18,291,42,10,2,phone,1,person,1,person,41,58
63,0,58,25112269,1.0,,,,,,,template,2025-10-18 15:37:49,2025-10-18,291,42,10,15,email,1,person,1,person,58,63
45,1,63,25113055,1.0,3.0,4.0,,,,,template,2025-10-18 15:50:55,2025-10-18,291,42,10,15,phone,1,person,1,person,45,63
47,0,58,25130089,1.0,,,,,,,template,2025-10-18 20:34:49,2025-10-18,291,42,10,20,email,1,person,1,person,47,58
47,0,58,25143953,1.0,,,,,,,template,2025-10-19 00:25:53,2025-10-19,292,42,10,0,email,1,person,1,person,47,58
47,0,58,25148270,1.0,,,,,,,template,2025-10-19 01:37:50,2025-10-19,292,42,10,1,email,1,person,1,person,47,58
41,1,63,25166978,1.0,5.0,4.0,,,,,template,2025-10-19 06:49:38,2025-10-19,292,42,10,6,phone,1,person,1,person,41,63
63,0,41,25186313,1.0,,,,,,,template,2025-10-19 12:11:53,2025-10-19,292,42,10,12,email,1,person,1,person,41,63
41,1,63,25268027,1.0,5.0,4.0,,,,,template,2025-10-20 10:53:47,2025-10-20,293,43,10,10,phone,1,person,1,person,41,63
34,0,27,26052109,1.0,,,,,,,template,2025-10-29 12:41:49,2025-10-29,302,44,10,12,email,1,person,1,person,27,34
37,1,27,26053221,1.0,5.0,5.0,,,,,template,2025-10-29 13:00:21,2025-10-29,302,44,10,13,phone,1,person,1,person,27,37
34,0,37,26057996,1.0,,,,,,,template,2025-10-29 14:19:56,2025-10-29,302,44,10,14,email,1,person,1,person,34,37
34,0,37,26058225,1.0,,,,,,,template,2025-10-29 14:23:45,2025-10-29,302,44,10,14,email,1,person,1,person,34,37
34,0,27,26058458,1.0,,,,,,,template,2025-10-29 14:27:38,2025-10-29,302,44,10,14,email,1,person,1,person,27,34
37,0,41,26058758,1.0,,,,,,,template,2025-10-29 14:32:38,2025-10-29,302,44,10,14,email,1,person,1,person,37,41
34,0,37,26063929,1.0,,,,,,,template,2025-10-29 15:58:49,2025-10-29,302,44,10,15,email,1,person,1,person,34,37
34,0,41,26065708,1.0,,,,,,,template,2025-10-29 16:28:28,2025-10-29,302,44,10,16,email,1,person,1,person,34,41
27,1,37,26067388,1.0,5.0,5.0,,,,,template,2025-10-29 16:56:28,2025-10-29,302,44,10,16,phone,1,person,1,person,27,37
41,1,56,26069480,1.0,5.0,0.0,,,,,template,2025-10-29 17:31:20,2025-10-29,302,44,10,17,phone,1,person,1,person,41,56
27,0,37,26071702,1.0,,,,,,,template,2025-10-29 18:08:22,2025-10-29,302,44,10,18,email,1,person,1,person,27,37
37,1,27,26075091,1.0,5.0,5.0,,,,,template,2025-10-29 19:04:51,2025-10-29,302,44,10,19,phone,1,person,1,person,27,37
56,0,57,26075194,1.0,,,,,,,template,2025-10-29 19:06:34,2025-10-29,302,44,10,19,email,1,person,1,person,56,57
34,0,41,26077285,1.0,,,,,,,template,2025-10-29 19:41:25,2025-10-29,302,44,10,19,email,1,person,1,person,34,41
37,0,41,26078857,1.0,,,,,,,template,2025-10-29 20:07:37,2025-10-29,302,44,10,20,email,1,person,1,person,37,41
27,0,34,26082186,1.0,,,,,,,template,2025-10-29 21:03:06,2025-10-29,302,44,10,21,email,1,person,1,person,27,34
34,0,37,26082274,1.0,,,,,,,template,2025-10-29 21:04:34,2025-10-29,302,44,10,21,email,1,person,1,person,34,37
27,0,41,26083889,1.0,,,,,,,template,2025-10-29 21:31:29,2025-10-29,302,44,10,21,email,1,person,1,person,27,41
27,0,37,26091037,1.0,,,,,,,template,2025-10-29 23:30:37,2025-10-29,302,44,10,23,email,1,person,1,person,27,37
56,0,57,26091373,1.0,,,,,,,template,2025-10-29 23:36:13,2025-10-29,302,44,10,23,email,1,person,1,person,56,57
37,1,27,26092025,1.0,5.0,5.0,,,,,template,2025-10-29 23:47:05,2025-10-29,302,44,10,23,phone,1,person,1,person,27,37
27,1,41,26092138,1.0,5.0,5.0,,,,,template,2025-10-29 23:48:58,2025-10-29,302,44,10,23,phone,1,person,1,person,27,41
34,0,37,26092214,1.0,,,,,,,template,2025-10-29 23:50:14,2025-10-29,302,44,10,23,email,1,person,1,person,34,37
27,1,37,26099201,1.0,5.0,5.0,,,,,template,2025-10-30 01:46:41,2025-10-30,303,44,10,1,phone,1,person,1,person,27,37
41,0,27,26102095,1.0,,,,,,,template,2025-10-30 02:34:55,2025-10-30,303,44,10,2,email,1,person,1,person,27,41
27,1,34,26103327,1.0,5.0,5.0,,,,,template,2025-10-30 02:55:27,2025-10-30,303,44,10,2,phone,1,person,1,person,27,34
27,0,41,26105666,1.0,,,,,,,template,2025-10-30 03:34:26,2025-10-30,303,44,10,3,email,1,person,1,person,27,41
37,0,27,26105994,1.0,,,,,,,template,2025-10-30 03:39:54,2025-10-30,303,44,10,3,email,1,person,1,person,27,37
34,0,37,26107247,1.0,,,,,,,template,2025-10-30 04:00:47,2025-10-30,303,44,10,4,email,1,person,1,person,34,37
37,1,41,26107546,1.0,5.0,5.0,,,,,template,2025-10-30 04:05:46,2025-10-30,303,44,10,4,phone,1,person,1,person,37,41
27,0,37,26108585,1.0,,,,,,,template,2025-10-30 04:23:05,2025-10-30,303,44,10,4,email,1,person,1,person,27,37
34,0,27,26112417,1.0,,,,,,,template,2025-10-30 05:26:57,2025-10-30,303,44,10,5,email,1,person,1,person,27,34
27,1,37,26113084,1.0,5.0,5.0,,,,,template,2025-10-30 05:38:04,2025-10-30,303,44,10,5,phone,1,person,1,person,27,37
27,1,37,26116556,1.0,5.0,5.0,,,,,template,2025-10-30 06:35:56,2025-10-30,303,44,10,6,phone,1,person,1,person,27,37
27,0,37,26118864,1.0,,,,,,,template,2025-10-30 07:14:24,2025-10-30,303,44,10,7,email,1,person,1,person,27,37
27,1,34,26122521,1.0,5.0,5.0,,,,,template,2025-10-30 08:15:21,2025-10-30,303,44,10,8,phone,1,person,1,person,27,34
41,1,57,26123883,1.0,5.0,0.0,,,,,template,2025-10-30 08:38:03,2025-10-30,303,44,10,8,phone,1,person,1,person,41,57
27,1,34,26124086,1.0,5.0,5.0,,,,,template,2025-10-30 08:41:26,2025-10-30,303,44,10,8,phone,1,person,1,person,27,34
37,1,34,26127395,1.0,5.0,5.0,,,,,template,2025-10-30 09:36:35,2025-10-30,303,44,10,9,phone,1,person,1,person,34,37
27,0,37,26128324,1.0,,,,,,,template,2025-10-30 09:52:04,2025-10-30,303,44,10,9,email,1,person,1,person,27,37
56,0,57,26307606,1.0,,,,,,,template,2025-11-01 11:40:06,2025-11-01,305,44,11,11,email,1,person,1,person,56,57
56,0,57,26356812,1.0,,,,,,,template,2025-11-02 01:20:12,2025-11-02,306,44,11,1,email,1,person,1,person,56,57
57,1,41,26367279,1.0,0.0,5.0,,,,,template,2025-11-02 04:14:39,2025-11-02,306,44,11,4,phone,1,person,1,person,41,57
56,0,41,26398401,1.0,,,,,,,template,2025-11-02 12:53:21,2025-11-02,306,44,11,12,email,1,person,1,person,41,56
41,0,56,26429126,1.0,,,,,,,template,2025-11-02 21:25:26,2025-11-02,306,44,11,21,email,1,person,1,person,41,56
56,0,57,26483776,1.0,,,,,,,template,2025-11-03 12:36:16,2025-11-03,307,45,11,12,email,1,person,1,person,56,57
41,0,57,26513034,1.0,,,,,,,template,2025-11-03 20:43:54,2025-11-03,307,45,11,20,email,1,person,1,person,41,57
56,0,41,26513340,1.0,,,,,,,template,2025-11-03 20:49:00,2025-11-03,307,45,11,20,email,1,person,1,person,41,56
56,0,41,26591868,1.0,,,,,,,template,2025-11-04 18:37:48,2025-11-04,308,45,11,18,email,1,person,1,person,41,56
41,0,56,26639985,1.0,,,,,,,template,2025-11-05 07:59:45,2025-11-05,309,45,11,7,email,1,person,1,person,41,56
41,1,56,26648091,1.0,5.0,0.0,,,,,template,2025-11-05 10:14:51,2025-11-05,309,45,11,10,phone,1,person,1,person,41,56
57,1,41,26648577,1.0,0.0,5.0,,,,,template,2025-11-05 10:22:57,2025-11-05,309,45,11,10,phone,1,person,1,person,41,57
41,1,56,26714680,1.0,5.0,0.0,,,,,template,2025-11-06 04:44:40,2025-11-06,310,45,11,4,phone,1,person,1,person,41,56
41,1,57,26736418,1.0,5.0,0.0,,,,,template,2025-11-06 10:46:58,2025-11-06,310,45,11,10,phone,1,person,1,person,41,57
41,1,57,26769074,1.0,5.0,0.0,,,,,template,2025-11-06 19:51:14,2025-11-06,310,45,11,19,phone,1,person,1,person,41,57
56,0,41,26803475,1.0,,,,,,,template,2025-11-07 05:24:35,2025-11-07,311,45,11,5,email,1,person,1,person,41,56
56,0,57,26812145,1.0,,,,,,,template,2025-11-07 07:49:05,2025-11-07,311,45,11,7,email,1,person,1,person,56,57
57,1,56,26842692,1.0,0.0,0.0,,,,,template,2025-11-07 16:18:12,2025-11-07,311,45,11,16,phone,1,person,1,person,56,57
41,1,56,26849802,1.0,5.0,0.0,,,,,template,2025-11-07 18:16:42,2025-11-07,311,45,11,18,phone,1,person,1,person,41,56
56,0,41,26956674,1.0,,,,,,,template,2025-11-08 23:57:54,2025-11-08,312,45,11,23,email,1,person,1,person,41,56
41,1,56,26980042,1.0,5.0,0.0,,,,,template,2025-11-09 06:27:22,2025-11-09,313,45,11,6,phone,1,person,1,person,41,56
41,0,56,26980978,1.0,,,,,,,template,2025-11-09 06:42:58,2025-11-09,313,45,11,6,email,1,person,1,person,41,56
57,1,41,27014691,1.0,0.0,5.0,,,,,template,2025-11-09 16:04:51,2025-11-09,313,45,11,16,phone,1,person,1,person,41,57
41,0,56,27049212,1.0,,,,,,,template,2025-11-10 01:40:12,2025-11-10,314,46,11,1,email,1,person,1,person,41,56
57,1,56,27054205,1.0,0.0,0.0,,,,,template,2025-11-10 03:03:25,2025-11-10,314,46,11,3,phone,1,person,1,person,56,57
56,0,57,27097980,1.0,,,,,,,template,2025-11-10 15:13:00,2025-11-10,314,46,11,15,email,1,person,1,person,56,57
56,0,41,27135128,1.0,,,,,,,template,2025-11-11 01:32:08,2025-11-11,315,46,11,1,email,1,person,1,person,41,56
56,0,57,27150761,1.0,,,,,,,template,2025-11-11 05:52:41,2025-11-11,315,46,11,5,email,1,person,1,person,56,57
41,1,57,27160169,1.0,5.0,0.0,,,,,template,2025-11-11 08:29:29,2025-11-11,315,46,11,8,phone,1,person,1,person,41,57
57,1,56,27205975,1.0,0.0,0.0,,,,,template,2025-11-11 21:12:55,2025-11-11,315,46,11,21,phone,1,person,1,person,56,57
41,0,57,27222388,1.0,,,,,,,template,2025-11-12 01:46:28,2025-11-12,316,46,11,1,email,1,person,1,person,41,57
599956,0,635665,1296000,1.0,,,,,,,q1_graph1,2025-01-16 00:00:00,2025-01-16,16,3,1,0,email,1,person,1,person,599956,635665
599956,0,490041,1306507,1.0,,,,,,,q1_graph1,2025-01-16 02:55:07,2025-01-16,16,3,1,2,email,1,person,1,person,490041,599956
599956,0,490041,1312679,1.0,,,,,,,q1_graph1,2025-01-16 04:37:59,2025-01-16,16,3,1,4,email,1,person,1,person,490041,599956
490041,0,599956,1314435,1.0,,,,,,,q1_graph1,2025-01-16 05:07:15,2025-01-16,16,3,1,5,email,1,person,1,person,490041,599956
490041,0,599956,1331859,1.0,,,,,,,q1_graph1,2025-01-16 09:57:39,2025-01-16,16,3,1,9,email,1,person,1,person,490041,599956
490041,0,635665,1350583,1.0,,,,,,,q1_graph1,2025-01-16 15:09:43,2025-01-16,16,3,1,15,email,1,person,1,person,490041,635665
599956,0,635665,1368949,1.0,,,,,,,q1_graph1,2025-01-16 20:15:49,2025-01-16,16,3,1,20,email,1,person,1,person,599956,635665
490041,0,599956,1390083,1.0,,,,,,,q1_graph1,2025-01-17 02:08:03,2025-01-17,17,3,1,2,email,1,person,1,person,490041,599956
490041,1,589639,1417381,1.0,0.0,0.0,34.5741,-42.0541,30.4483,-42.5341,q1_graph1,2025-01-17 09:43:01,2025-01-17,17,3,1,9,phone,1,person,1,person,490041,589639
599956,1,635665,1423376,1.0,0.0,0.0,34.2958,-39.026,29.3296,-37.8076,q1_graph1,2025-01-17 11:22:56,2025-01-17,17,3,1,11,phone,1,person,1,person,599956,635665
599956,0,589639,1437564,1.0,,,,,,,q1_graph1,2025-01-17 15:19:24,2025-01-17,17,3,1,15,email,1,person,1,person,589639,599956
599956,1,589639,1465986,1.0,0.0,0.0,34.2958,-39.026,30.4483,-42.5341,q1_graph1,2025-01-17 23:13:06,2025-01-17,17,3,1,23,phone,1,person,1,person,589639,599956
490041,1,635665,1523000,1.0,0.0,0.0,34.5741,-42.0541,29.3296,-37.8076,q1_graph1,2025-01-18 15:03:20,2025-01-18,18,3,1,15,phone,1,person,1,person,490041,635665
599956,1,589639,1536819,1.0,0.0,0.0,34.2958,-39.026,30.4483,-42.5341,q1_graph1,2025-01-18 18:53:39,2025-01-18,18,3,1,18,phone,1,person,1,person,589639,599956
599956,1,589639,1540919,1.0,0.0,0.0,34.2958,-39.026,30.4483,-42.5341,q1_graph1,2025-01-18 20:01:59,2025-01-18,18,3,1,20,phone,1,person,1,person,589639,599956
599956,0,589639,1565941,1.0,,,,,,,q1_graph1,2025-01-19 02:59:01,2025-01-19,19,3,1,2,email,1,person,1,person,589639,599956
490041,1,589639,1568399,1.0,0.0,0.0,34.5741,-42.0541,30.4483,-42.5341,q1_graph1,2025-01-19 03:39:59,2025-01-19,19,3,1,3,phone,1,person,1,person,490041,589639
599956,0,635665,1576780,1.0,,,,,,,q1_graph1,2025-01-19 05:59:40,2025-01-19,19,3,1,5,email,1,person,1,person,599956,635665
490041,0,589639,1598371,1.0,,,,,,,q1_graph1,2025-01-19 11:59:31,2025-01-19,19,3,1,11,email,1,person,1,person,490041,589639
490041,0,635665,1617847,1.0,,,,,,,q1_graph1,2025-01-19 17:24:07,2025-01-19,19,3,1,17,email,1,person,1,person,490041,635665
599956,0,490041,1631939,1.0,,,,,,,q1_graph1,2025-01-19 21:18:59,2025-01-19,19,3,1,21,email,1,person,1,person,490041,599956
599956,0,635665,1662551,1.0,,,,,,,q1_graph1,2025-01-20 05:49:11,2025-01-20,20,4,1,5,email,1,person,1,person,599956,635665
490041,0,635665,1663236,1.0,,,,,,,q1_graph1,2025-01-20 06:00:36,2025-01-20,20,4,1,6,email,1,person,1,person,490041,635665
599956,0,589639,1674446,1.0,,,,,,,q1_graph1,2025-01-20 09:07:26,2025-01-20,20,4,1,9,email,1,person,1,person,589639,599956
599956,0,635665,1689032,1.0,,,,,,,q1_graph1,2025-01-20 13:10:32,2025-01-20,20,4,1,13,email,1,person,1,person,599956,635665
599956,0,589639,1692550,1.0,,,,,,,q1_graph1,2025-01-20 14:09:10,2025-01-20,20,4,1,14,email,1,person,1,person,589639,599956
599956,0,635665,1693300,1.0,,,,,,,q1_graph1,2025-01-20 14:21:40,2025-01-20,20,4,1,14,email,1,person,1,person,599956,635665
490041,1,589639,1694726,1.0,0.0,0.0,34.5741,-42.0541,30.4483,-42.5341,q1_graph1,2025-01-20 14:45:26,2025-01-20,20,4,1,14,phone,1,person,1,person,490041,589639
490041,1,589639,1734364,1.0,0.0,0.0,34.5741,-42.0541,30.4483,-42.5341,q1_graph1,2025-01-21 01:46:04,2025-01-21,21,4,1,1,phone,1,person,1,person,490041,589639
490041,1,635665,1743198,1.0,0.0,0.0,34.5741,-42.0541,29.3296,-37.8076,q1_graph1,2025-01-21 04:13:18,2025-01-21,21,4,1,4,phone,1,person,1,person,490041,635665
490041,1,599956,1768587,1.0,0.0,0.0,34.5741,-42.0541,34.2958,-39.026,q1_graph1,2025-01-21 11:16:27,2025-01-21,21,4,1,11,phone,1,person,1,person,490041,599956
490041,0,599956,1773043,1.0,,,,,,,q1_graph1,2025-01-21 12:30:43,2025-01-21,21,4,1,12,email,1,person,1,person,490041,599956
599956,1,490041,1789643,1.0,0.0,0.0,34.2958,-39.026,34.5741,-42.0541,q1_graph1,2025-01-21 17:07:23,2025-01-21,21,4,1,17,phone,1,person,1,person,490041,599956
490041,0,589639,1812906,1.0,,,,,,,q1_graph1,2025-01-21 23:35:06,2025-01-21,21,4,1,23,email,1,person,1,person,490041,589639
490041,0,599956,1815837,1.0,,,,,,,q1_graph1,2025-01-22 00:23:57,2025-01-22,22,4,1,0,email,1,person,1,person,490041,599956
599956,1,490041,1821622,1.0,0.0,0.0,34.2958,-39.026,34.5741,-42.0541,q1_graph1,2025-01-22 02:00:22,2025-01-22,22,4,1,2,phone,1,person,1,person,490041,599956
490041,0,589639,1830106,1.0,,,,,,,q1_graph1,2025-01-22 04:21:46,2025-01-22,22,4,1,4,email,1,person,1,person,490041,589639
599956,1,589639,1832626,1.0,0.0,0.0,34.2958,-39.026,30.4483,-42.5341,q1_graph1,2025-01-22 05:03:46,2025-01-22,22,4,1,5,phone,1,person,1,person,589639,599956
490041,1,635665,1844976,1.0,0.0,0.0,34.5741,-42.0541,29.3296,-37.8076,q1_graph1,2025-01-22 08:29:36,2025-01-22,22,4,1,8,phone,1,person,1,person,490041,635665
599956,0,635665,1847895,1.0,,,,,,,q1_graph1,2025-01-22 09:18:15,2025-01-22,22,4,1,9,email,1,person,1,person,599956,635665
490041,0,599956,1869418,1.0,,,,,,,q1_graph1,2025-01-22 15:16:58,2025-01-22,22,4,1,15,email,1,person,1,person,490041,599956
490041,1,589639,1870295,1.0,0.0,0.0,34.5741,-42.0541,30.4483,-42.5341,q1_graph1,2025-01-22 15:31:35,2025-01-22,22,4,1,15,phone,1,person,1,person,490041,589639
533140,0,591682,2300427,1.0,,,,,,,q1_graph1,2025-01-27 15:00:27,2025-01-27,27,5,1,15,email,1,person,1,person,533140,591682
568093,0,616050,2720925,1.0,,,,,,,q1_graph1,2025-02-01 11:48:45,2025-02-01,32,5,2,11,email,1,person,1,person,568093,616050
632150,1,635665,2806344,1.0,2.0,0.0,-27.2563,91.7676,29.3296,-37.8076,q1_graph1,2025-02-02 11:32:24,2025-02-02,33,5,2,11,phone,1,person,1,person,632150,635665
635665,1,568093,3314951,1.0,0.0,0.0,29.3296,-37.8076,28.3004,-47.4036,q1_graph1,2025-02-08 08:49:11,2025-02-08,39,6,2,8,phone,1,person,1,person,568093,635665
616050,1,632150,3487438,1.0,2.0,2.0,-20.9062,92.3982,-27.2563,91.7676,q1_graph1,2025-02-10 08:43:58,2025-02-10,41,7,2,8,phone,1,person,1,person,616050,632150
632150,1,568093,3796266,1.0,2.0,0.0,-27.2563,91.7676,28.3004,-47.4036,q1_graph1,2025-02-13 22:31:06,2025-02-13,44,7,2,22,phone,1,person,1,person,568093,632150
568093,0,632150,3838156,1.0,,,,,,,q1_graph1,2025-02-14 10:09:16,2025-02-14,45,7,2,10,email,1,person,1,person,568093,632150
